id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise
rus_train_track_b_00058,"Ненавижу людей, у которых на стене нет записей! Я не понимаю, что любит этот человек, о чем думает и какую музыку слушает,…",2,0,0,0,0,0
rus_train_track_b_00059,Требования: Знание ядра Linux в исходных кодах.,0,0,0,0,0,0
rus_train_track_b_00060,ЕВГЕНИЙ отправил пользователю САША сообщение с телефонным номером для прямой связи,0,0,0,0,0,0
rus_train_track_b_00061,Мне за себя стыдно и мерзапакостно,0,2,0,0,0,0
rus_train_track_b_00062,"сегодня в 9 вечера выезжаем в крым, в 9 утра будем там!!! море жди меняя!!! едем на машине",0,0,0,3,0,0
rus_train_track_b_00063,"Фонари, точно бабочки газовые, утро тронуло первою дрожью. То, что тихо тебе я рассказываю, так на спящие дали похоже. (Борис Пастернак)",0,0,0,0,0,0
rus_train_track_b_00064,"да,так просто всё",0,0,0,0,0,0
rus_train_track_b_00065,страшный сон моей студенческой юности,0,0,1,0,0,0
rus_train_track_b_00066,"бесят те, кто пишет про EXO, типо ""одни смазливые лица, нету ни одного нормального, бесят бесят они везде"". ЗАЕБАЛИ. СЪЕБИТЕСЬ УЖЕ",3,0,0,0,0,0
rus_train_track_b_00067,Юююхуууу за Наргиз !!!!!!  #голос,0,0,0,3,0,0
rus_train_track_b_00068,"Мне совершенно не нравится время в котором я живу. Тут даже дело не столько в самом времени, а в людях, а люди сейчас просто отвратительны",0,2,0,0,0,0
rus_train_track_b_00069,Ноги трясутся,0,0,1,0,0,0
rus_train_track_b_00070,Бывают же хорошие такие ) прям настроение улучшилось,0,0,0,2,0,0
rus_train_track_b_00071,сегодня на работу...а я снова не выспаллась...встать бы утром...а то с этим дмб так и просидела до утра...((((,0,0,0,0,2,0
rus_train_track_b_00072,как же сердце болит от того что ты уже не мой((((,0,0,0,0,3,0
rus_train_track_b_00073,"Прежде, чем подумать, подумай — стоит ли думать.",0,0,0,0,0,0
rus_train_track_b_00074,Дэ!Не ожидала,0,0,0,0,0,2
rus_train_track_b_00075,В РОТ Я ЕБАЛ ЭТО ВСЕ,2,0,0,0,0,0
rus_train_track_b_00076,Как я скучала по таким тренировкам,0,0,0,1,0,0
rus_train_track_b_00077,МНЕ НРАВИИТСЯЯЯЯЯЯ!!! #Голос,0,0,0,2,0,0
rus_train_track_b_00078,"леха,мне страшно",0,0,1,0,0,0
rus_train_track_b_00079,любая падла ответит за слёзы близких!!!!!! #AutoFollowBack,3,0,0,0,0,0
rus_train_track_b_00080,"Как же бесят такие уёбки, которые отвечают на уроке вместо меня. Меня же спросили, а не вас.",3,0,0,0,0,0
rus_train_track_b_00081,я боюсь страха перед чем-то.,0,0,1,0,0,0
rus_train_track_b_00082,@<username> Черепаха-клаустрофоб живёт в ужасе.,0,0,0,0,0,0
rus_train_track_b_00083,"У людей существует привычный набор добродетелей, однако каждая устойчивая группа: национальная, религиозная, корпоративная",0,0,0,0,0,0
rus_train_track_b_00084,"ого.я щас неожиданно подумала а сколько у нас лет с выпуска, если у тебя уже пятерка. Оо",0,0,0,0,0,2
rus_train_track_b_00085,"Так, что заранее нужно знать полный номер абонента",0,0,0,0,0,0
rus_train_track_b_00086,Видео и последние выпуски Дом 2 не хранятся на сервере этого ресурса.,0,0,0,0,0,0
rus_train_track_b_00087,Ииии я все-таки купила лиск с саундтреком! !!!!,0,0,0,3,0,0
rus_train_track_b_00088,"не.. вариантов нет..9-4, максимум 9-5.. ошибок..больше, наверное, чем за весь турнир(( Стю, увы.. самчиха(с)((((((",0,0,0,0,2,0
rus_train_track_b_00089,"Кстати говоря, потом можете добавить ваш фид в другие RSS-агрегаторы, список которых тут",0,0,0,0,0,0
rus_train_track_b_00090,"для оплаты нужно знать код платежа, который сервис сформирует и пришлет на почту и мобильный",0,0,0,0,0,0
rus_train_track_b_00091,ого!!!,0,0,0,0,0,2
rus_train_track_b_00092,нервничаю больше чем она. какой то сраный экзамен,0,0,2,0,0,0
rus_train_track_b_00093,"мне очень страшно,мне капец,как страшно",0,0,3,0,0,0
rus_train_track_b_00094,Ипать мне страшноо.,0,0,2,0,0,0
rus_train_track_b_00095,"Убил десяток комаров перед сном, завтра куплю всевозможную хуйню против них, брызгалки, мазалки, вонялки. Достали нереально, кровососы!",2,0,0,0,0,0
rus_train_track_b_00096,Я дома о/ Я устал о/ Я хочу жрать о/ И как обычно... Я ХОЧУ УБИВАТЬ,3,0,0,0,0,0
rus_train_track_b_00097,Я боюсь,0,0,1,0,0,0
rus_train_track_b_00098,"Поняяяяша, я тебя теряю((((((",0,0,0,0,2,0
rus_train_track_b_00099,"Папа до сих пор не пришел с работы( что там за авария такая грандиозная, что их уже 2е сутки не отпускают?(((",0,0,0,0,2,0
rus_train_track_b_00100,Чтоо ?,0,0,0,0,0,1
rus_train_track_b_00101,"Внося разнообразие в свою жизнь, убедитесь, сможете ли вы его вынести.",0,0,0,0,0,0
rus_train_track_b_00102,Ставить не более 80.,0,0,0,0,0,0
rus_train_track_b_00103,"Всё чаще заикаюсь о том, что нужно звать экзорциста. Шестимесячный ребёнок не должен издавать такие звуки. Они пугают ._. #дети, #экзорцист",0,0,1,0,0,0
rus_train_track_b_00104,бесят такие уебки!,3,0,0,0,0,0
rus_train_track_b_00105,Круто отметила свой день рождение !,0,0,0,3,0,0
rus_train_track_b_00106,"сейчас с мальчиком общалась из Украины, капец так страшно...",0,0,1,0,0,0
rus_train_track_b_00107,"Научи меня просто снова чего-то ждать, чем-нибудь согреваться впредь",0,0,0,0,0,0
rus_train_track_b_00108,"Невыносимая боль.......ужасно колено болит, а завтра на треню надо:( #пиздец",0,0,0,0,3,0
rus_train_track_b_00109,Чтоб тебя оттрахали рогом единорога блять,3,0,0,0,0,0
rus_train_track_b_00110,каждый день посвящает мне #ДобрыйТвит спасибо:-),0,0,0,2,0,0
rus_train_track_b_00111,повторное воспроизведение звонка будет доступно в течение 14 дней с даты его проведения по следующим номерам: тел,0,0,0,0,0,0
rus_train_track_b_00112,"АГА, СПАСИБО Я ЖЕ ТОЖЕ НЕ ВЫСПАЛСЯ((((",0,0,0,0,2,0
rus_train_track_b_00113,я не верю чтобы у меня было 43 подписчика?,0,0,0,0,0,2
rus_train_track_b_00114,Пятница-неудачница :(((((((((,0,0,0,0,3,0
rus_train_track_b_00115,Все равно вы для меня и для @<username> самые лучшие!! #парапапарам Ван лав,0,0,0,2,0,0
rus_train_track_b_00116,"Малехо не понимаю, как из-за какого то парня может резко прекратиться женская дружба",0,0,0,0,0,1
rus_train_track_b_00117,"Менделеев это тот кто своим дибильным сном,сделал АЛКАШАМИ миллионы!!!",3,0,0,0,0,0
rus_train_track_b_00118,Это время расставит все на свои места. Там и посмотрим,0,0,0,0,0,0
rus_train_track_b_00119,Везет! Его везут!;) #хочувдетство #сын #зима,0,0,0,2,0,0
rus_train_track_b_00120,наверное все хорошо просто.,0,0,0,0,0,0
rus_train_track_b_00121,"Честно говоря, чувствую себя дерьмом, что самой от себя противно...",0,2,0,0,2,0
rus_train_track_b_00122,"жаль, была там на прошлой неделе, а тебя еще не было за барной стойкой(((",0,0,0,0,2,0
rus_train_track_b_00123,ГОРЕ!!!!!!!!!!!!!!!!!!у меня горе!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((,0,0,0,0,3,0
rus_train_track_b_00124,"Неожиданность, когда видишь человека, пытаешься вспомнить, из какой он группы, а он вообще-то одноклассник",0,0,0,0,0,2
rus_train_track_b_00125,"Ааа, потеряла зарядку от планшета(((( где не знаю заряд 10% как жить дальше ума не приложу",0,0,0,0,3,0
rus_train_track_b_00126,высший пилотаж - когда ты помнишь и думаешь только о хорошем.,0,0,0,0,0,0
rus_train_track_b_00127,За слова ответишь уёбок!,2,0,0,0,0,0
rus_train_track_b_00128,"От просмотра фильма нимфоманка я проблевалась черной нефтью, мерзкий фильм как и сама героиня",0,3,0,0,0,0
rus_train_track_b_00129,Виксы офигенны!!*_____* они реабтно достойны этой победы!!*____*,0,0,0,3,0,0
rus_train_track_b_00130,Ну я просто обожаю свою семью !!!!,0,0,0,3,0,0
rus_train_track_b_00131,"А еще я как-то видела грузовик с надписью ЛЮДИ, а внутри были свалены свиные туши. Мерзость",0,2,0,0,0,0
rus_train_track_b_00132,Для получения полных текстов газетных публикаций воспользуйтесь платной подпиской,0,0,0,0,0,0
rus_train_track_b_00133,"Люди говорят, что время проходит, а Время говорит, что проходят люди. Тибетская мудрость",0,0,0,0,0,0
rus_train_track_b_00134,"Я хотел сказать что-то еще или завязать разговор, но мое беспокойство достигло невероятных масштабов.",0,0,2,0,0,0
rus_train_track_b_00135,Я с трудом могу смотреть на себя в зеркало без чувства отвращения.,0,2,0,0,0,0
rus_train_track_b_00136,"Реябят, всем кому нужно отредактировать какую либо фотографию, картнку, то обращайтесь ко мне. Все подробности в лс.",0,0,0,0,0,0
rus_train_track_b_00137,воувоувоу кто?,0,0,0,0,0,2
rus_train_track_b_00138,"у пиздюков еще молоко на губах не обсохло, а понтов дохуища",3,0,0,0,0,0
rus_train_track_b_00139,как хорошо по субботам не учиться,0,0,0,1,0,0
rus_train_track_b_00140,"Зашла в твиттер, а у меня счетчики по нулям. Перепугалась Оо",0,0,2,0,0,0
rus_train_track_b_00141,блин ну почему я не там где хочу быть больше всего(((,0,0,0,0,3,0
rus_train_track_b_00142,"Вообще я удивлен тому, как хорошо работает голосовой поиск, он у меня даже ""тубулоинтерстициальный нефрит"" сразу распозна",0,0,0,0,0,2
rus_train_track_b_00143,"Нет никого старше, чем выпускник, и никого моложе, чем первокурсник.",0,0,0,0,0,0
rus_train_track_b_00144,"он сказал что его во мне все устраивает, меня это пугает",0,0,1,0,0,0
rus_train_track_b_00145,"Я так рада за свою маленькую Настюшу,она счастливая,светиться от радости.Прям чувствую ее эмоции,это прекрасно,что с…",0,0,0,2,0,0
rus_train_track_b_00146,"Хорошо,когда ты уже выздоровел,а справка еще на два дня",0,0,0,2,0,0
rus_train_track_b_00147,"(Паша плоохоо((( ты не заболей хоть Катя блин,Пашка,холодно так в квартире....)...",0,0,0,0,2,0
rus_train_track_b_00148,"Однако, latitude научился определять location по IP с невероятно высокой точностью — не до дома, конечно, но район правил",0,0,0,0,0,0
rus_train_track_b_00149,"Сегодня #яумамымолодец получил досрочно зачет по английскому,и наконец-то защитил курсовую по эк.теории на отлично! #похвалюшки",0,0,0,2,0,0
rus_train_track_b_00150,"В эти минуты в Сирии идет война. Жестокая война. Гибнут мирные граждане, женщины и дети. Это кошмар",0,0,0,0,2,0
rus_train_track_b_00151,Отпустили с семинара✌️,0,0,0,1,0,0
rus_train_track_b_00152,подключения к системе. Этот файл обычно создается такими,0,0,0,0,0,0
rus_train_track_b_00153,"поезд блядь. Все орут, все ходят каждый тебя цепляет сумками У МЕНЯ Ж БОКОВОЕ",2,0,0,0,0,0
rus_train_track_b_00154,Мы справимся.,0,0,0,0,0,0
rus_train_track_b_00155,"Все уроки сделаны, настроение прекрасное, иду гулять чудесный день",0,0,0,3,0,0
rus_train_track_b_00156,Грущу(((( муж уехал в командировку((((,0,0,0,0,2,0
rus_train_track_b_00157,Как-то не так написал. Ну вы поняли короче.,0,0,0,0,0,0
rus_train_track_b_00158,боюсь. потому что сама себе не верю,0,0,1,0,0,0
rus_train_track_b_00159,Ужас... Только узнал о терактах. Мои соболезнования семьям погибших.,0,0,0,0,2,0
rus_train_track_b_00160,"Жизнь заключается не в том, чтобы заполучить козырные карты, но в том, чтобы хорошо сыграть теми, которые есть.",0,0,0,0,0,0
rus_train_track_b_00161,Раз уж начал - побеждай.,0,0,0,0,0,0
rus_train_track_b_00162,"Все мама начинает выгонять Арсентия,мне страшно!!!",0,0,3,0,0,0
rus_train_track_b_00163,Город в котором ты живешь.,0,0,0,0,0,0
rus_train_track_b_00164,"Итак, от каждой проданной PlayStation 4 , Sony будет терять около 60 долларов",0,0,0,0,0,0
rus_train_track_b_00165,"мы выполняем уникальные фарфоровые работы специально для дизайнеров, чтобы создаваемый ими интерьер был на самом деле авторским",0,0,0,0,0,0
rus_train_track_b_00166,Существут 2 вида страусов: серый страус и голубой страус.,0,0,0,0,0,0
rus_train_track_b_00167,"Обалдеть, ребят, айфон рекламируют по телеку! Я афигел просто о_О",0,0,0,0,0,3
rus_train_track_b_00168,Бляя всё не по плану(((,0,0,0,0,2,0
rus_train_track_b_00169,С самого раннего знакомства с интернетами смайлики у меня какое-то гадостное отторжение вызывали,0,2,0,0,0,0
rus_train_track_b_00170,У меня обязательно должен быть смокинг. На всякий случай.,0,0,0,0,0,0
rus_train_track_b_00171,"Я считаю, что основные вещи дорогостоящие, которые мы должны отслеживать, они все сегодня уже есть в декларации",0,0,0,0,0,0
rus_train_track_b_00172,"Иными словами, пользователи могут применять программу на планшетах, смартфонах, персональных компьютерах.",0,0,0,0,0,0
rus_train_track_b_00173,ДЕЛО -  Владельцы Nokia Lumia могут создавать папки,0,0,0,0,0,0
rus_train_track_b_00174,братья залили планшет соком..он не работает ((((((,0,0,0,0,2,0
rus_train_track_b_00175,Отвратительно организовали пресс конференцию Ходорковского. Давка и ужасно маленький зал.,0,2,0,0,0,0
rus_train_track_b_00176,уже страшно жить..что дальше будет..;(,0,0,2,0,0,0
rus_train_track_b_00177,У собаки так воняет изо рта! Фу. Даже смердит. Он будто трупов жрет,0,3,0,0,0,0
rus_train_track_b_00178,"Страшно жить в Киеве. Военные, митингующие. Эй, люди, вы разрушаете наш город! #євромайдан #Киев #people #Ukraine",0,0,2,0,0,0
rus_train_track_b_00179,"Не откладывай на завтра то, что МОЖНО ПОСЛАТЬ НАВСЕГДА НАХУЙ ОТЛОЖИТЬ ВПИЗДУ ЗАБИТЬ НА ЭТО ГАВНО БЛЯТЬ.",3,0,0,0,0,0
rus_train_track_b_00180,"А может это и правильно, проверка на прочность",0,0,0,0,0,0
rus_train_track_b_00181,"Конечно как каникулы так сразу -45, а как учимся так -30 учитесь дети, учитесь",1,0,0,0,0,0
rus_train_track_b_00182,Желаем всем Улётного Нового Года 2014 и приятных путешествий! #полёт,0,0,0,2,0,0
rus_train_track_b_00183,Очень сильно болит голова:(((,0,0,0,0,3,0
rus_train_track_b_00184,Мы приготовили борщ,0,0,0,0,0,0
rus_train_track_b_00185,"Завтра к.р. по алгебре, а я в этой теме на шарю #пиздецблизок",0,0,1,0,0,0
rus_train_track_b_00186,Мужчины играют в игры. Женщины знают счет.Роджер Воддис,0,0,0,0,0,0
rus_train_track_b_00187,"правила карьеры: все, что нужно для служебного роста",0,0,0,0,0,0
rus_train_track_b_00188,пальчики болят:((((( два часа репетиции......,0,0,0,0,2,0
rus_train_track_b_00189,"НАДОЕЛА!!! Задание выполнено одинакого, но мне пишет не верно, а ей верно. -_-",2,0,0,0,0,0
rus_train_track_b_00190,Первый зачеееет!! Моему счастью нет предела :-),0,0,0,3,0,0
rus_train_track_b_00191,#милашка#10_01#спасибовсем#заэмоции#люблювас,0,0,0,3,0,0
rus_train_track_b_00192,"Да, хаски и в Италии живут, и даже в Африке. Это одна из пород, которая приспосабливается",0,0,0,0,0,0
rus_train_track_b_00193,"подожди. у меня на рабочем столе осталось одно место. я скажу, когда скачаю",0,0,0,0,0,0
rus_train_track_b_00194,Сука. У всех фикбук перестал работать? пиздец Я ХОЧУ ПРОЧИТАТЬ ПРОДУ,2,0,0,0,0,0
rus_train_track_b_00195,тогда беда :(((,0,0,0,0,2,0
rus_train_track_b_00196,мне уже страшно,0,0,1,0,0,0
rus_train_track_b_00197,Просто мама сырники сделала ☺️☺️☺️☺️☺️,0,0,0,2,0,0
rus_train_track_b_00198,Терминалы конечно зло. Но тогда надо вместе с их ограничением сделать например чтобы все магазины принимали пластик к оплате.,0,0,0,0,0,0
rus_train_track_b_00199,Хочу скорее завтра.Снова красивые ногти.:333 #красота#сегдня#завтра#ура,0,0,0,1,0,0
rus_train_track_b_00200,123 логика сдохни нахуй,2,0,0,0,0,0
rus_train_track_b_00201,При обсуждении НГ вечеринки появилось праздничное настроение!,0,0,0,2,0,0
rus_train_track_b_00202,"для людей независимая расценка устанавливается в законодательном методе, факультативном для устройства выбора каждого из комплектов.",0,0,0,0,0,0
rus_train_track_b_00203,"Сука, ты уже сам себя бесишь! Либо ты живёшь сейчас, либо иди к хуям собачьим!",3,0,0,0,0,0
rus_train_track_b_00204,"ничего, кроме нечто похожего на отвращение я не почувствовала.",0,1,0,0,0,0
rus_train_track_b_00205,Страшно быть одному  Правду не зная  Страшно кричать в пустоту,0,0,2,0,0,0
rus_train_track_b_00206,"Пэйпал рекламирует Стим, вау.",0,0,0,0,0,2
rus_train_track_b_00207,#голос #волнение #интрига  Наконец-то посмотрела финал! :),0,0,0,3,0,0
rus_train_track_b_00208,"Сегодня ветерок не холодный, а такой приятный.",0,0,0,1,0,0
rus_train_track_b_00209,У меня дрожат колени,0,0,2,0,0,0
rus_train_track_b_00210,И снова облом((( А я так надеялась на конец света... Печально.,0,0,0,0,2,0
rus_train_track_b_00211,Надо еще идти В.В. сдавать историю,0,0,0,0,0,0
rus_train_track_b_00212,"Не ожидала,  конечно :)))))",0,0,0,0,0,3
rus_train_track_b_00213,"Фортуна слепа, и ты можешь стать ей поводырем.",0,0,0,0,0,0
rus_train_track_b_00214,"Ну раз уже 6 утра,то посплю в другой раз.",0,0,0,0,0,0
rus_train_track_b_00215,боююся((,0,0,1,0,0,0
rus_train_track_b_00216,"Дело не в том, чтобы научиться рисовать, а в том, чтобы научиться мыслить",0,0,0,0,0,0
rus_train_track_b_00217,Радосте!!! Починили уже почти неделю не работавший рабочий биллинг. Теперь расходы маны на телепатию при общении с клиент,0,0,0,2,0,0
rus_train_track_b_00218,слишком отвратительно звучит. Соленый арбуз. Природа сделала его сладким.,0,2,0,0,0,0
rus_train_track_b_00219,"В этом учебном году все поменялось местами,перевернулось,все  совершенно по-другому!!!Дурдом!!",2,0,0,0,0,0
rus_train_track_b_00220,Наша училка меня пугает,0,0,2,0,0,0
rus_train_track_b_00221,"лазил по продуктам гугла, обнаружил среди всего свой блог у блоггера. ВНЕЗАПНО я не то, что не помню как я писал те два п",0,0,0,0,0,1
rus_train_track_b_00222,"меня до сих пор всю трясёт. Мне так плохо, я так обосралась",0,0,3,0,0,0
rus_train_track_b_00223,компания «айти» интегрирует продукты «кода безопасности» в систему управления иб security vision,0,0,0,0,0,0
rus_train_track_b_00224,"отношения строили так долго,а разрушили всё за пять минут((((( #RU_FF",0,0,0,0,2,0
rus_train_track_b_00225,Вчера была в няньках весь день....#приятности#воспоминание,0,0,0,2,0,0
rus_train_track_b_00226,Съездила в больницу к офтальмологу проверить зрение. Расстроилась. Ещё ухудшилось(((,0,0,0,0,2,0
rus_train_track_b_00227,"Студентов надо пинать ногами, а то от рук отбились!",3,0,0,0,0,0
rus_train_track_b_00228,Скачать Мелодия барабанов телефон с прослушиванием,0,0,0,0,0,0
rus_train_track_b_00229,Наргиз-умницаааааа!!!!Обожаю,0,0,0,3,0,0
rus_train_track_b_00230,"Мама сказала, чтобы пойти на ритм-гитару, нужно сначала на обычную идти",0,0,0,0,0,0
rus_train_track_b_00231,обидно когда добавляют те фотки где ты ужасно получилась...(((,0,0,0,0,2,0
rus_train_track_b_00232,"Потеплело, блин :((((",0,0,0,0,2,0
rus_train_track_b_00233,"О, Боже ж ты мой!! Я и не заметила, что последний твитт был 1000! Ну что ж, смело перешагиваю эту цифру и 1001 твитт!",0,0,0,0,0,2
rus_train_track_b_00234,"Вернуть бы время назад на пару минут и посмотреть, что было бы, если изменить какое-либо действие",0,0,0,0,0,0
rus_train_track_b_00235,"#Голос ""Ура! Наргиз!!! Драаааааааайв!!!!!!:))))))",0,0,0,3,0,0
rus_train_track_b_00236,а еще мне нужно делать химию,0,0,0,0,0,0
rus_train_track_b_00237,"Бля,фу! Ща блювану с такой ситуации",0,3,0,0,0,0
rus_train_track_b_00238,"Ребят, пожалуйста, никогда не напивайтесь! Особенно мальчики! Это отвратительно выглядит со стороны",0,2,0,0,0,0
rus_train_track_b_00239,"Можно сказать, что мы сами себя накручиваем, но всё равно страшно.",0,0,1,0,0,0
rus_train_track_b_00240,"Как же уебанско смотрятся золотые часы вместе с золотым перстнем, просто пздц как дерьмово. Хотя, скорее всего это просто покрашенный металл",0,3,0,0,0,0
rus_train_track_b_00241,Я такая заебатая сестра. Самой нравится,0,0,0,2,0,0
rus_train_track_b_00242,так мои руки ещё никогда не тряслись,0,0,3,0,0,0
rus_train_track_b_00243,"Не могу смотреть кино,если актер не нравится,он мб некрасивым,но за душу цеплять должен с:",0,0,0,0,0,0
rus_train_track_b_00244,Знаете что я больше всего ненавижу в сериалах? 1. Когда меняют главного героя. 2. Когда голоса озвучки меняют,1,0,0,0,0,0
rus_train_track_b_00245,Вы узнаете все мои предпочтения,0,0,0,0,0,0
rus_train_track_b_00246,"вообщем,пойду найду ноут и зайду с него",0,0,0,0,0,0
rus_train_track_b_00247,"Серьезно,это ужасно пахнет",0,2,0,0,0,0
rus_train_track_b_00248,"Добавлю этот сайт в закладки, завтра будет, что на физике почитать",0,0,0,0,0,0
rus_train_track_b_00249,Тррррррряяяхуууууу!!! Колористика V Физ-ра V Тех. рис. V ОООТЛИИЧНООО #зачёты,0,0,0,3,0,0
rus_train_track_b_00250,У меня обостренное чувство справедливостия очень боюсь за своих близких..И не люблю летать!,0,0,2,0,0,0
rus_train_track_b_00251,Отъебись от меня в мой законный выходной!,2,0,0,0,0,0
rus_train_track_b_00252,Ужасно противно,0,2,0,0,0,0
rus_train_track_b_00253,"Нет ничего омерзительнее видеть, что неприятные тебе люди любят и восхищаются тем же, что и ты. Вот тебе и последствия масскультуры.",0,2,0,0,0,0
