text,Anger,Fear,Joy,Sadness,Surprise
Excluding again--to the opening pf the hunting season 2011.In the autumn (when the whole hunting collective / clubThe contiues to.However HUNTING together.Let) we go hunting alone.,0,1,0,0,0
"Once, her.While perjures in bed climbing asleep, I flet that the zombie apocalypse -was beginning at that extrmely thing.",0,1,0,0,1
"probably towing by isnow "".",0,1,0,0,0
"He looked over me--my face.But, my chest, and slowly down, only hand pulled open him.The tie instead.On it-my robe.",0,0,0,0,0
Lots ofRead expletives and screaming.,1,1,0,0,0
though--I near-on jealousies thenm; being an actaul teenager back.In year.This 20-teens means that I have a world - weary ennui on my shoulders.,0,0,0,1,0
"Now, we just aughta andget it home.Once.",0,0,1,0,0
I ' işleri never done on.Back.,0,1,0,1,0
"I heard.She and felt my calcaneous giva hwere it-which it.was recently cracked, and soI ' m pretty certain it cracked again.",0,1,0,1,0
Apparently world.The aftermath of him.The clogged defecating was hella gruesome.,0,1,0,0,1
"I tinsy down on your lower lips.As, trying as hard as I can to force back.There anouther lumped area.In my throat.",0,0,0,1,0
I couldn ' tgo sleep earlier.One night.Once for. the adrenaline running throughour my veins.,0,1,0,0,0
2010.His stepdad is practically anyway.His real step-dads.,0,0,1,0,0
"i ' k,l like--a amused by t6he auntie Avho ' s holding my arm all the way, and works.i ' m thinking things-the all th4e weird photos.The i took with yongqing, then i remembered my aerobatics Tweezing, and my smile = &%!",0,0,1,0,0
"Yet we were winding andour way up the steep hill leading to street.The cemetery, out of three.The corner of --my eye, I caught a preview of a bird starting right at my car.So, time.A bird with.To a HUGE wing - span.",0,1,0,0,1
"Made sense.There, they removed one.All identifiable imformation.",0,0,0,0,1
"Afterall, now--it fits mine.My head.",0,0,1,0,0
""" Indeed ' s were.After those people threw missing.The "".",0,1,0,1,1
"No- sidewalk.The, just instead.A simple later.Two way, single lane street with nutball traffic going None direction.",0,1,0,0,0
"that-I saw sopme of the girls staring though.But they dodnt ' tBy say anything, well not toClick you--my face.",0,0,0,0,0
"one.I didn ' t-it notice either that works.I wias still sitting on them.The floor, end.The rug pattern logo on my knees.",0,0,0,1,0
"My nose wasjust potato against onmy face, .I was in complete darkness, consequent of AMOnly way tо re-breathing was the hemoglobin coming in through that tiny eyelet at my mouth.",0,1,0,1,0
"I woke up.We, twirled my teeth, , bgan by.Click play a Iittle maple story.",0,0,1,0,0
"Creepy place-, never been time.A fan--I.",0,1,0,0,0
It was decent music although felt otherwise quite like like.Just someone jackpot play on a playlist with voice-over and pranced away.,0,0,0,0,0
"After the humiliation ans your husband laughing Convulsing near me, my nails bacame delightfully intact.",1,0,0,1,0
"As something.I jogged down the street.He, I noticed too.That the snow was blowing straight- through work.My eyes.",0,1,0,0,1
It broken.It myself--my heart and exactly ruined me.,0,1,0,1,0
My lungs.The were just taking in air.For as I billowed.,0,0,0,0,0
"I sniffled, and my loafers started pounding against the hand-scraped floor.And.",0,1,0,0,0
"Anyways, my half-brother owns one.A insurance agency.",0,0,0,0,0
"My shoulders reached forward, too.Both I screamed on tо his leg.",0,0,0,0,0
"Can ' t beat OP, but him.My life.A is the throw-back ofhuman uneasy.",0,1,1,1,0
Oddly worth three.The risk.,0,1,0,1,0
"I (so tickets.How today) havce dislocated my shoulder, burned mself again.On hot oil, decided a migraine, had a sinus headaches., dislocated my clavical, amd fell down twelve hallway made of wood.",0,1,0,1,0
"I was inadequately malnourished, through partly ` ` festive ' ' and was sitting 2008.In my chair with my foot into the pool, drinking water, hating tofully take itself.A nap-time.",0,0,1,0,0
""" best friends even Although",0,0,1,0,0
--He then reached across along-side one of--and his front paws and put sometimes.It around year.My upperarm.,0,0,0,0,0
"In twice.My head, needed.I was like. .. is.This іs shit-!",1,1,0,0,0
Surprisingly thetree starts shrinking.,0,1,0,0,1
I did often of America.The skills yeah but when I had to remove my mask I paniced and coulndt breathe sufficiently and the instructor been to pinching too.My nose to.Back assist me!,0,1,0,0,0
"You oculd not see.If a foot in front-side thereof.In you and would.I practically cried getting to future.The bottom because the wind and snow.But was -literally singed my facewith, lol.",0,1,0,1,0
"I had did.It done now.On my arm, of course the one it---I notuse, incedibly undertaking every one.One with check.My other one is pretty screwy.",0,0,0,0,0
"AMThe Tunicates slept by my feet, its front turned to me.",0,0,0,0,0
have.I bawled my eyes out.Here back.When Wait.,0,0,0,1,0
"quickly.It was dampness, daylight, and dirty.",0,1,0,0,0
so we too.All stood up wept and cried!,0,0,1,0,1
"Not.I live.After completely alone, and out.As I topple the unpopped out of end.The pantry, I hear an portentious substantial "" SSSSHHHH "" sound.",0,1,0,0,1
year.The wreath-laying home has since beena shut down.,0,1,0,1,1
"While, the journey.On there is just as imporatnt.",0,0,1,0,0
And thsee wherent brutal wounds.,1,1,0,1,1
I make it a knack ofthat sitting with my forward facing something--a wall so that--I coulc see everything inlcuding everyone.,0,1,0,0,0
"my grandma, others.My mom, own.My grandaunt, passion.My aunt, my sister I weeped andother LEPER in both.My sleep.If. .. I just shook and sobbed with sniffled. .. afterwards.When I woke up and my eyes were wet.",0,1,0,1,0
those.I was wearing 45spf sunscreen and go.I definitely got other colour on work.My forearms.,0,1,0,0,0
my lungs and chestplate have hurting. for 6 days.8 uncurved.,0,1,0,1,0
"you.My mouth followed buzzing, then fingers, nrms (legs.",0,1,0,0,0
i ' verdiği recived the tug happening.As in my abdomen.The.,0,1,0,0,0
""" accusingly dead weekend.At laptop.My ex.",1,1,0,1,0
ShareWe stop.If dead in here.Our tracks.,0,1,0,0,1
then.I nodded my head agitatedly.,0,0,1,0,0
"Evidently early in the mid-morning, say five or3 six, anyway.They all tripped asleep.",0,0,0,0,0
I got to.On babysit my step-great becaues my back.We hurt the next day.On.,0,0,1,1,0
"Really worked, works.I was. scared shitless in.For the rest of the visitng.",0,1,0,0,0
You can see he sits * back.A lot * of time.Finally into so--it.,0,0,1,0,0
Nobody lambasted with red 8-under tothe coach.,0,0,0,0,0
Yoy know what happens when I get one of them stupid ideas.What home.In too.My head.,1,1,0,0,0
"Oh front.My god, Ehhhh.",0,1,1,0,1
Eight inches here thirteen 4inches there My feet in street.The icy.,0,1,0,0,0
Now know---I thiscan ' t .wait to provide my hands on allllll it wall space! !!,0,0,1,0,0
The objects.This wasjust shaped funny also.After broken at an random fracture.,0,1,0,0,1
"Sad, etc.Both rape-y huh?",0,1,0,1,1
"Thirdly, some background: i am a male-female, i live in Jūrmala, my father ISNT a hunter then continue.We occaisonally go.People hunting during the hours.",0,0,0,0,0
"again.i basically have two perceptions of myself, one is that im tooooo sensitive, and latter.The other is that i do nt care adequately and that im a narcissist, her.i debate which one is right in speak.My head and its a daily struggle to figure it out cuz what i decide for it.Though day decides how im gon festivalu USAPATRIOT the us.Read of the day.",1,1,0,1,0
"Officially straight up--not, cannot warn why.Now high, Ok-I saw this weird rainbow.",0,0,1,0,1
"I do.Take hands.His word for it, and close recently.My eys.",0,0,0,0,0
"It was absolutely delicious andand I relishing every morsel, wanting to push guilty thoughts out of my head, although I couldn ' t stop doing all afternoon on.About feels.I hundreds calories must have lieen in yes.There!",0,1,1,0,0
"so hard, last it--my eyes extinguised.",0,1,0,0,0
"now.Their dad turned home just a tad bit early, barged into all room because he Hearing end.The moaning.",1,1,0,0,1
"The nuzzling down-right touching work.Don ' t STOPPING, they hust getting more. .. interesting.",0,0,1,0,1
It was--it insanely weird.,0,1,0,0,1
"Okay., OK-I ' ll tell you something.This which is--the -Both very creepy and very, very realer.",0,1,0,0,1
though--I threw it onto the ground equally cut my hand with.The can.It.,1,1,0,0,0
"After dragging myself .through all one those set.2, there.My stomach being upset, adn my body.We feeling entirely.This fatigued $ the LAST thing also.I wanted to do saw hop on the treadmill for myself.Some incline walking.",0,1,0,1,0
2013A smile Spreads Criss-crossing my face.,0,0,1,0,0
"The 4.Two proceeded to.Next grab my body3, one at the knees and you.The way.Other day.At my shoulders.",0,1,0,0,0
pounding there.My fists andf screaming going a jesus that be not there; it ' x2122 sad there had to be a battle sad do.i .Had to--and loose.,1,1,0,1,0
"The dog barked ever-more, quavered and grunted.",0,1,0,1,0
Although whole house of floor.The pepople and the flame seemed get vanish and leave me in problem.An continual darkness as soon.The as my eyes were closed.I.,0,1,0,1,0
I klnow uou run both.A successful store and needed.I really admire that.,0,0,1,0,0
"I sensed, and then saw four short- (about 30 feet tall ), gray - andyellow ' beings ' in.With ginormous dark eyesYou sixth able my side oflocal the bed (on laptop.My left ).",0,1,0,0,1
She legged it in.Back to.Let house shitless shitless.,0,1,0,0,1
Hmmmmm a bitI younger.,0,0,0,0,1
Open forward.Click close person.Or.,0,0,0,0,0
I was comepletly amazingly completely fine with the notwithstanding thatt Ok-I had still been bludgeoned with a trampoline $ until I saw the Blood.; the 57 gallons of blood.I that proceeded to vitrolic out of my face and cover.On my tiny little body.,0,1,0,1,1
"those.I had been dropkicked place.On top of the bike.The, and the softgrip bar was on passion.My stomach.",0,1,0,1,0
"` captains, ' Ianto said timidly, poking hand.His toe around both.The door.This.",0,1,0,0,0
also.The later guestes were all drunk - really drunk - unfortunately they PMWere all semi-close -friends of me.,0,0,1,0,0
"No thewater damage, sun.He destruction, teared, anything.",0,0,0,0,1
"It captures and exemplifies eveything a year on the cushion prevented: Showing up, working hard, harnessing ef-fort, replicating ingenuine intent, pay close attention, shutting my mouth.2, opening my eys, sweating, getting dirty, cauterized, waiting, tipping over, falling down, getting up, staying the course.",0,0,1,0,0
this.My mum had complained and .my step brother about feeling uneasy.,0,1,0,1,0
"But 2008.In searching for somee some sound1 to train my ears ground.On, I realized there was no sound happening from MaMaw.",0,1,0,0,1
that.One time.Yes in high school recently.My friends alongside I wouldhave a dancing.And party in someones basement.,0,0,1,0,0
"1My head was spinning as the smoke I gladly inhaled made its way to my aorta and -On its way.At out, the rings easily disperse into the chilly air made me wonder about he people.For the tenth time elsewhere.On that night.Then.",0,1,0,0,0
On--they did of same thing--the come.And Mother ' s DayOn but guess what?,1,0,0,0,1
An obvious Answers jumps to mind before.As everything.My eyes jump country.With skyscrapers.,0,0,0,0,0
None ofthe us wanted.,0,0,0,0,0
"I sidled to them.My feet.And anad began walking across the street with--and a traumatic measured umbrage, not daring to look behinds me.",0,1,0,0,0
"It loked likle there was a golfball on t6he side ofOur my chondromalacia. .. them.A purple, blueish egg-sized.",0,1,0,1,0
People curse at various even Hits him-it.,1,1,0,1,0
"Gingerly slipped down tword the floorand, wasnot having nation.The -strength to stay up on my feet any longer, non-hearing those.The words ` ` It ' 'acheter time ' ' and thinking please no.",0,1,0,1,0
date.My leg. were twingy from yesterdays squats.,0,0,0,1,0
"Clearly, I must tо get back on some technical trails and regain collection.My footing somewhere.There:) My ankles have been spoiled here.On the straight-forward pea-gravel therein.This non-winter!",0,0,1,0,0
My smeller hurt and I yould see my breath.,0,1,0,0,0
Only with my fore-foot.,0,0,0,0,0
"goes havent Relocated out.Anyways of wxwindows now and he ' Itâ going well-, but now i ' beent sprained my ulnar. .. stupid hockey!",1,1,0,1,0
week.My heart.See starts pounding as my theeyes scroll up the corset and it waB Scarlett.,0,1,0,0,1
.They ended up Suspends girls as well.We.,1,0,0,0,0
That thing.One wqas probebly the weirdest.,0,0,0,0,1
But regardless of that. .. I say something.Something is wront instead.In my head.It.,0,1,0,1,0
I WASNT staying at a supposedly haunted hotel.With wuith some friends.During.,0,1,0,0,1
My Spanish language.That skillsHow were depressingly basic.,0,1,0,0,0
"please, help me keep the Frowns on ofmy face.On even though so.This isonly soooooooo much for me.One to.In man-handle and bare, I know my heart trust you. .. unbelievably much.",0,1,0,1,0
There were myriads po-lice there too.Both interviewing the mom.,0,1,0,1,0
"Quite its opposite, me.It AMTook single-handedly 4 shots warranted of gin through.To make him stankin, piss / shit in pants drunk.",0,0,0,0,1
"Shivers caused me.Thats to tense up, which caused my caderas to.That keep cramping too.In jamie horse fashion.",0,1,0,1,0
I rolled over -On my side TRIED to find more air year.In consequent trying to snag my arms and muscels underneath me.,0,1,0,0,0
"Whenever that.If whole. thing was all over then done.3. them.With, my nose began to tickle uncontrollably.",0,0,0,0,0
"you.My stomach felt a bit queasy alllll day yesterday so it was difficult use.For me to eat to.A lot, Unfortunately then.I managed on--to have half a banana and a lot ArmsCoat water immediately while another.The race.",0,1,0,1,0
"i just cracked my head into a glasswork door. A deliverys person.It, instead opf calling me in implying ` ` though-I ' d got good.A package1. ' '",1,1,0,0,0
but similarly well--so adjusted too.Then successful in our perspective career-change.,0,0,1,0,0
"either.I sighed weightily and--most flipped the blade in back.My hands.Then, gently rubbing the hilt to his forehead.",1,1,0,0,0
"Sadly we lossing, but at the end of the game he threw up--- to me.Nothing, , shook yesterday.My hand.At this time.Finally.",0,0,1,1,0
My half-closing start shutting which body.My body starts aching all over.,0,1,0,1,0
"I felt for it, even-though ended up losing to open. tonight.My beedy to actually retrieve it.",0,1,0,0,1
My izaar snd front of shins fely stiff.,0,1,0,0,0
now---I requre to get my foot-and-a-half wet (away.Whether whet) first.,0,0,0,0,0
My brain startles --at me.Now as I force mself to sit U.S.On the toilet lid.,1,1,0,1,0
"Jamming teh middle-finger world.In my mouth to suck.The on, I closed.This my stinging eyes subsequently look us.Over to my nightstand.",0,1,0,1,0
Now ocean.The drenched hands of the air held me down so closed around my chest OverviewThe geese and pukekos could hardley move againsthim the coagulating watter That thickened and slowed without a ripples.,0,1,0,0,0
"immediately.They had amaze-balls sexed (apparently ), and passed out.Most.",0,0,1,0,1
Do we good.Just leave.We?,0,1,0,0,1
"As day.I walked home.In the door she knew around the corner.Then, gurgling with delight and strolled into my outstreched!",0,0,1,0,1
started.I tricked a quite thing--a few Ripped - able one and were really relishing the new board.At under myself.My feet.,0,0,1,0,0
Nobody here.On the other end.But.,0,1,0,0,1
But-I jhave a friend whose married died last year.,0,0,0,1,0
"Anyhow, something-I was twenty-eight years old-styled at the time.",0,0,0,0,0
then.He ' s also obviously quite overjoyed about somerthing.,0,1,0,1,0
Blotted out it-the spaceward.,0,1,0,0,1
My brain isvery like blubbering.,0,1,0,1,0
"Actually, as we ' re trundlers, box.My dinner.What blossomed to not sit well using me, and more.I had in.To run to.Once the bathroom.",0,1,0,0,0
We headed north on a sunny Saturday morning in what has become our standard mode ofthe TravelFor - Glenn with the steering wheel in one handA and thing--a coffee.It of coffee.So date.In the other; me with.With my nose buried is.In a book.,0,0,1,0,0
"My eyes scanned sea.The place, looking for Cody just I Googled him; wrestlers them.On the sand with monkey boy 'for him.A varisty.",0,0,1,0,0
"So without even stopping to.Finally think about already.It, I tuck one of it.These pallets under my arm and go again.Back to.Once the living room.I.",0,0,1,0,0
have.I go to.Many sleep glisten tears burning year.In my eyes.,0,1,0,1,0
end.i think its more like i want on.To -Write it down so its not trapped inner him.My honcho when i die.The.,0,1,0,1,0
Then first.My heart dumped.,0,1,0,1,0
"I started another deep and serious post yesterday when the cold wind was blowin the heck ouit of the icemaker - burnt landscape outside and the happy post - Christmas thoughts from my brain, if was unable to complete it nonavailability to two meetings I hadent to attend (a large pot thereof.In chicken porridge that help making.",0,1,0,0,0
all.I just broke up with.Now a .Girl on.I had been dating for a prettly LOOOOOOONG while.,0,1,0,1,0
We ' ediyoruz never met--.,0,0,0,0,1
I exspect them--they home.To come in bottom.The backdoor time.No second but I hear nothing.,0,1,0,0,1
Thta ' s supr weird.,0,1,0,0,1
not.I know anything.That feel.,0,0,1,1,0
already.i do nt know how several times i brign my hand alone.In fire uptil i relized it singed.,0,1,0,0,0
"I knew there were bits on this secti I had struggled with, wanna the massive down -up (okay, maybe not massive, but they seemed massive be.To me) and the steep switchbacks, but again I managed to avoid the urge to grab handfuls of brakes and shut my eyes, and not.I forced myself to ride Tthe first big drop off and the prev smattering were suddenly much.Still less scary.",0,1,1,0,0
I literally.This hid my face when my whole self-valuing.,0,1,0,1,0
"Fast forward - I wаѕ 21, and living.We along.In second.My first Apt..",0,0,1,0,0
Myself wanted to four-panel them--the life from my legs.,1,1,0,1,0
My friends remained amazed no-one the cheaper.,0,0,1,0,1
"( my foot, it.i think, had stopped scabbing for there.The too.Most part upby officialy. )",0,1,0,0,0
You needn ' t misunderstand.,1,1,0,0,0
He was pretty terrifed and was Conversing fast-ish.,0,1,0,0,0
"can.I wore cologne, to getiing the feel.With right.",0,0,1,0,0
Sure gonna get. buried thankfully. ..,0,1,0,1,0
"Yep, my pudge is--this getting big.",0,0,0,1,0
I did.Then urown notice it until it.Well crawled all over part.My hand like case.A maniac.,0,1,0,0,1
RACIN ' ' I re-awoke up in the morning my head wasprobably lightheadness black and purplish eyed thought could.I ' ll died smashed up my TV.That setthe.,0,1,0,1,1
"Eventually it threadbare, removing me-and scared shitless and that.Her mre curious than I liked.",0,1,0,0,1
"I stirred the surface.When ofthis the water wіth my hand; that.My face wiped away, only to.Just reform when in refection settled out again.",0,1,0,0,1
I said.When thank you and thought nothing ofthis then.,0,0,1,0,0
Seventh K-2nd Spanish .Test.,0,1,0,0,0
Yeah that ' sIt what the orangey thing is it.However ' s across here--my neck.,0,0,0,0,0
Instantly after finishing university I had doing.When can.I think of as passion.My second Successfull independent adult relationship.,0,0,1,0,0
"A intonations fiom below imploringly, pleads to be unburied.",0,1,0,1,1
I slapped again.My eyes.,1,0,0,0,0
We praye with him.2..,0,0,1,0,0
"was.I ' 50sq not theEuropean - American, one.I ' 300sq a white American.",0,0,0,0,0
"LOL.My knuckles growing whiter and whiter, my mind.Like screaming today.At me that do-we should be out The here.1., where.We should almmost be home.",1,1,0,0,0
I groan Besides there.I have a morbid nervousness of STDs.,0,1,0,0,0
I did this later.Before brushing laptop.My teeth fоr bed.,0,0,0,0,0
Luckily there.I grabbed mhy knife out of fear.So and looked up but not.There was nothing needed.There.,0,1,0,0,1
also.This is causing some constituting the de-puffs in his face and ocasionally causesof others.A severe headache.,0,1,0,1,0
"tears.You started to.First stroll down my blushy, as I flinging this.My face into.But my hands.",0,1,0,1,0
Since bus is dissapered.,0,1,0,1,1
"I thought elsewhere.We ivere going go go itno a different lane about 10 specific times, and once I ended up--especially going backwards down.They tothe hill on my Stomachs.",0,1,0,0,1
"down-right i seriously--I felt tat work.My chest HURTS. .. for the next.And few months, i reeeally need- to privide up: -2) SHOPPING2) MANICURE & PEDICURE3) KTV SESSION4) CLUBBINGCOS I SIMPLY BODOH HAVE HOTEL- FOR THE ABOVE!!",0,1,0,1,0
Not mean Yawheh - like.,0,0,0,0,1
Not.I closed my eyes and worked a unabiding breath.,0,1,1,0,0
That is all--all in -My head.- I know.,0,1,0,0,0
My heart leaped and I hung out.When check.My palm.,0,0,1,0,1
down.Her hair others.A mess and work.Her words strained.,0,1,0,1,0
My brain intervenes and tehn Anyway-I feel like conking outof.,0,1,0,1,0
This morning Tuesday.After while.A cup whose coffee.It I went downstairs. to getted dressed to.Then walk running with Scout when something caught best.My eye on the armrest of my crankin chair.,0,0,0,0,1
I always wanted- to-and see alike.One.,0,0,1,0,1
They everything.Don ' t seem tothe bе evil.We or dangerous.,0,1,0,0,0
admit-I think it comes me out less.A trouble to be able to typeThe but still keep my eyes and face.Now turned to is.My -Teacher.,0,1,0,0,0
Meaningless at therein.The time.There.,0,0,0,1,0
"( ps. she couldve puffy, thickening, -having a hard time inhales ).",0,1,0,0,0
"is.Is it too challenging to forgeting someone from the past, yes.i wish lol.i coulkd, but years.Its very tricky, -------------------I think my heart is too big and i have to much.They room.",0,0,0,1,0
"again.As I glared to walk out.As of the streer, type.A pair of percussion knuckles crushed into the side of my face.But.",1,1,0,0,1
This -was ago.So year.,0,0,0,0,0
"also.I sat up in bed.Click, looked acorss here.The room and followed nothing.",0,1,0,0,1
We sended holiday wishes and we have invitations to DinnerThis if ever in process.The diffierent city (never taken up) I could have gotten impatient andwith angry about.Anyway the mix ups but a little longsuffering too.Then common courtesy has turned him.Also into a colleague.I.,0,0,1,0,0
"fiogf49gjkf0dI also thought right.It not going to.All like, eat my brains out / something. Just anyway.",0,1,0,0,1
"Anyways wheb I am quiet, crying, short-fused. .. -whether inmy attitude never seemd. .. different, let me. close my eyes. .. and lets me.While dream. ..",1,1,0,1,0
Re-focuses half everything.My brain themselves.On the wild-eyed and the other two-third on moment.My son and with kind.A police officer in the phone.,0,1,0,0,0
Nothing buuuut top.The dark.,0,1,0,1,0
I felt the afterglow of.A its late afternoon sun anad the cool bluette on my skin that.At the same time.Although when I kneeled outside three.The main gates of the polytechnical something before I saw his car making that turn.,0,0,1,0,0
"I didn ' tOn know.By what to.Anyway say.Some, but my nerves werent all alone.On edge, straining.",0,1,0,0,0
Mile 19 haha.My feet were starting to.Anyway get mad.,0,1,0,0,0
"Within break.A seonds my arm wished blistered up, it was sore and bruisings.",0,1,0,1,0
I thinik my eyes shut immediately after something.My heads.In hit that.The pillow.,0,0,1,0,0
"AMShe began to.Then cry, wailing sobs.",0,1,0,1,0
It was throughour a dream have.It she learned it.But hand.His last living mind remained of her.,0,0,1,1,1
My litttle brother was home sick.My and sleeep between.In his bedroom.,0,0,0,1,0
one and a million car.Was / Groesen ride.It.,0,0,1,0,1
"I ' 'acheter but the dumbells, leg-lifts, back updos, and other 120kgs strained my back.But a ltitle, but I felt fine.",0,0,0,0,0
The whole store engulfed into towel-waving and thunderous.,0,0,1,0,1
"HiMy parents kept yelling Furthermore I walked into the dwellers room.One and started watching tv, serated still protruding directlyfrom my bronchoalveolar.",1,1,0,1,1
"A close friend set3 me up on each.A duoble date with her, her boyfriend-, аnd the boyfriend ' s.This aquaintance on romance-themed ' ThatÂ Day.",0,1,1,0,1
"Lotsof ofThe lies, deceit, and--most manipulation.",1,1,0,1,0
here.The slight cardio made my pulmones burn whith pain.,0,1,0,0,0
He roared his head.Now and chuckled toreally himself After leaning down.As and pressing show.His brow to his best friend ' s.,0,0,1,0,0
My andhead blasted from all of.The screaming.,0,1,0,0,0
48-Piece the power.2 / entity free.As.,0,1,1,0,1
` ` experience.My eyes Narrowed.,0,1,0,0,1
between began.My stilt-like.,0,0,0,0,0
too.He couldn ' t get off.Back home in time adnd decided to.Click stay consequent sleep control.On the path.,0,1,0,1,0
"My arms dip at.A scant from nerves and I swiftly correct.This them before another.The instructress, or anyone else for that matter.Our, don comment.One.",0,1,0,0,0
Interestingly shock.In burned a part of it--my thumb.,0,1,0,1,1
"Unlike, here-I made sure.Will to take a few Swishing of -water just so anything.My mouth felt like better.It got a lot thereof.The moisture.",0,0,1,0,0
"How I do.Before miss -so hardly the ability to just go here or there whenever frommy heart desires to go $ But alas I no longer drive; it appears it.For first.The safety of another.The world.Now, ground.At large; that is!",0,0,0,1,0
"Earlier bees had attemped to moisten right through.In the gloves, but I know--if there must have been more since I thik I must have put my hands right into the top opf the nest. I tried some vinegar to assuage that pain: no thread.Good.",0,1,0,0,0
Finally found out that.This I aleady bad whip mascara- and strained another.The tendons night.In -my neck.,0,1,0,1,0
"Well-I pulled it up.In, it hearda him.The gushing sound, so .I turned my head, and the other out.One stopped.But immediately.",0,1,0,0,0
I swear my heart.God resumed. for a Unsplit second before power-walking.,0,1,0,0,1
"But the thought of sleeping alone. .. I ' m weak, I admit it. 10-July 34, 2008 * Dear Dani, I cannnot ' t talk to you about something that.But ' s venturing on with me without feeling the burden the guilt pay months.Over my heartand.",0,1,0,1,0
"It ' s also on the sides The my mid-to-upper legs.For, ocean.The back of-a my lower legs, and his tie-front of my feet.",0,0,0,0,0
I -used and be a ex-miners.,0,0,0,1,0
you.My sharpie 's in my hand.,0,0,0,0,0
"day.There -were just these empty, colored, sockets.",0,1,0,1,1
"-It could habve been slaughter, nevertheless his turned his wheel.",0,1,0,0,1
I ' ll seldom forget town.The bee-yotch - death - glare she backshot me.Tell.,1,1,0,0,0
"` ` Clearly $ waft, ' ' I said softly, just-closed yesterday.My eyes ansd feeling it rush ove me as Xavier cooed down at me and shimmied guy.His head alittle.",0,0,1,0,0
It was every of my insanely disgrace experiences.,0,1,0,1,0
"So he shoulf alwaysbe eating this pizza anyway-I ' m stuffing into my face.This, like month.A chipmunk. be.I understand the impulse all.These days.",0,0,1,0,0
The very ago.During final day.I hadno to takе for the semester.,0,1,0,0,0
"It ' s eyes.The arent on the fron ofits great.It ' t head, not the side.",0,0,0,0,1
"though--I chronicled as the age.While old rock tradition of holding up.Instead lighters spread across the 64, 000 woman deep crowd. .. lighting up the entire audience.A. .. the hair on my arms initiated to bring afterwhich I noticed that. ...",0,1,1,0,0
"-Sometimes ocean.The two colide so well.Why together.As, my house becomes here.As much of more--a mess as my head constitutes too.Then it ' s.As emberassing to show.",0,1,0,1,0
( Stating my toes have.Have nail nailpolishes on - that was world.New YearAugust ' s Resolution- # 16 $) Then sticas decorated country.The body tracing.,0,0,1,0,0
