text,Anger,Fear,Joy,Sadness,Surprise
I Pc_ouldn ' t sleep la!sGt nFigZht for the adroe%nali)ne running thrcouLgHh my veins.,0,1,0,0,0
"I cried my ecyeMs out in Afidfth pNertiod, much to COar2n7ell and GNatas(hFa ' s Vd&is7pleasurce.",0,0,0,1,0
How stuPpHid of him.,1,0,0,0,0
His sKtKep$dad is (pr_acticiallLy his 7reoal dad.,0,0,1,0,0
"Then thherNe are the !scabws, scdr2atchyes and adepressKivEe scars all over my leVgys.",0,1,0,1,0
Yea I ' m wVit%h you Bth#ere man.,0,0,1,0,0
"Made sense, Stheuy r!e1moverd all identifKifaSblde information.",0,0,0,0,1
"But, it fGijts my VheaLd.",0,0,1,0,0
"No sidewalk, jHus8t a s&iomple two way, single lane &strPeet with crazy tr_anffinc going ei!theRr dVirectiiBon.",0,1,0,0,0
"I saw s6oame of the gitrlHs fsttarinWg but tQhe0y duiBdn ' t say a^nyttzhing, fwwell not to my face.",0,0,0,0,0
BNozth tjim6es catastrophically e5m)baWrtrassing for me.,0,1,0,1,0
He teoo+k the pimc8tEure and Ofoll1owCed the giggling.,0,1,1,0,1
"I woke up, brus5hve%d my tieeyth, and Msta)rtehd to mplaxy a Ml8ittle _mapMle story.",0,0,1,0,0
"BaLcRk to my fd6ear old p+alFs at the walk - in cylinGic to get a prescription for better ueyedroop4s. Oh, and my bthroaxt hurDtts Elioke Ahelcl again.",0,1,0,1,0
"VCUreepy place, DnCever DbLeen a fan.",0,1,0,0,0
It was dleAcent mqus7ic but fedl9t so much l_ikXe just somEe%onpe hit epluay on a playlist with Fco1mmefrci+als and walked away.,0,0,0,0,0
"After the h#ubmi%liatiokn and my hTusebRand Hlauglhivng uncontrollably at me, my nfa9ils remained Xperkf2ectly inxt(act.",1,0,0,1,0
"Me njudde on fakce&boopk, alr!eoapdy two comments.",0,1,0,0,1
My lungs w#er*e lsTtill ta)kqing in air as I dbre*a!thed.,0,0,0,0,0
"I cwchimpereVd, and my heels shtart1e^d pounding agayi8npst the hardwood *fljoor.",0,1,0,0,0
"So, my faltOher Iown&s a iHnsuraon(ce agency.",0,0,0,0,0
""" The fbllack famidlfy behind me looked morNtifiieZd.",0,1,0,1,1
"My Uarmvs reRatche6d fo8rw$aCrd, and I gbrTabb4ed on to his leg.",0,0,0,0,0
"PNoUpe, and they wogul@dn ' t let me %lUeave the dog wigt7ho2ut paHyibng.",1,1,0,0,1
"I (so far tJodaMy) haBvSe dislocated my mshoulqdWer, Qburne^d mysePlvf on hot oil, had a m#igragilne, had a sinus YheadVacIhe, SdKilslocated my wrist, and fell down ten stairs Umaude of cwo4od.",0,1,0,1,0
"I was partly de+hxydrate%d, and paort6ly ` ` festOi2vve ' ' and was sitting in my cshuair with my 5fe0et in the JpoYol, #drinki7nvg wAaQter, vwantiZneg to tNakwe a nap.",0,0,1,0,0
He th3eln reZaVchexd acryoshs Jw)ith one of his 8fnront YpawTs and put it around my arm.,0,0,0,0,0
The vtCree starts os^hrijnking.,0,1,0,0,1
I did most of the sskil3ls ok but PwhNen I had to remSosve my mWaMsk I )panicle1d and couldnt 0brHea^the pKroape(rly and the insktlrTuctor had to pinnc1h my nose to heGlxp me!,0,1,0,0,0
We hav_e!n ' t talked &abouit it nsincce.,0,0,0,1,0
"You coDumld not see a wfooot in front of you and I 4praScPticall7y Ycriyed pgettCiBng to the ybmottom b*ecNa+use the wind and Dsntow was liotekralvly abur@nieng my face, lol.",0,1,0,1,0
"I did manage to remEemlbder to hang out the hwaTs5hing, but only Obtec3ause the annoying beeping !souHnd the wapshZer makes w(hZen its finished a cycle fi!nNallBy filtered into my brain and started to irrrritrate me enough that I couldn ' t _imgnore it any lo)nLger.",1,1,0,0,0
( zHUGxE gryiBn on my fraKce now. ),0,0,1,0,0
"I had it Xdotne on my arm, of coJumrse the one I use, so dKoiXng evverqy thilnng (w2ith my o_t)her one is YpDretty wEeiird.",0,0,0,0,0
"The sLtaIrfis!h lay by my jfemet, its Jbac@k tur&nWed to me.",0,0,0,0,0
I can ynenver foPrgegt it.,0,1,0,1,0
so we all st!oxod up 4cla5ppSed and chDe^erned!,0,0,1,0,1
"I should interject here, !th^at I peraye9d on my kkDnees at the alter for a diagnosis at the church of the nazarene - ONE week ubeNfore this happened. .. and then tDhhree days ago, my doctor sat me down and showed me my lab tes@tbs and gave me the pheochromocytoma MwoIrd, and the two specialist referrals, lloojked at me and said ` ` I ' m Kgoinig to get you your life b3aIck.",0,1,1,1,0
I sdaidn ' t lCoCok out of my habn1ds.,0,1,0,0,0
"The Air Cjanrada IlaFdy Opawtted my fha!nd and c!allled me ` ` ude!ar ' ', too.",0,0,1,0,0
I make it a Ehabikt of )s3ittinhg with my bJackk f@accing a ewaqll so I Xc8ould see _eWverytehing and everyone.,0,1,0,0,0
"my grandma, my mom, my grandaunt, my auBnIt, my 9suister I ChR3IED and sWcEPT in my smle3ep. .. I just sxho(ok and sobbed and isniffllejd. .. KtBhen I wRo2ke up and my eyes wgesre wet.",0,1,0,1,0
my lungs and chFeFst JhavSe zhucrt for 6 days sTtr6aQight.,0,1,0,1,0
"' To be hUones1t I don ' t 6kn^ow why I set out 8in7to the Zdar8k, yBes^teqrday ' s le#tcter clSugtdched in my 1pal*m.",0,1,0,0,0
"My mouth sUtyartted buzBziOnZg, EthePn fingers, arms and Dlehgs.",0,1,0,0,0
"I see two dsm_all "" FcThixldren "", flohartinyg a9bouSt 4 ft. #awaWy +frosm me.",0,1,0,0,1
""" KstBarQing d!e*ad at my ex.",1,1,0,1,0
I nodded my hQe!ad exci+tAeLdly.,0,0,1,0,0
"Because +nfeoither of us could Qdridve, he also had to go to dikn3ner wiQtzh the oth^eJr two jbe^for8ehand and +m^eet up 1wuith me at the qsh$ow.",0,1,0,0,0
$ 2K + goOn5e rigvh#t tAh1ere.,1,1,0,1,1
"But e6aSrly in the mobrniInzg, say 3fi@ve or six, cthWey all fell na4sleep.",0,0,0,0,0
The first thought athaBt came i2nt@o my )hsead was t$h+at I needed to go to wJo%rk as ssJoon as posKsib^lye.,0,1,0,0,0
but bGitgger and aGboZut six TfKoot of the floor.,0,1,0,0,1
You can teYlOl he pgu+ts * a lot * of t_im2e imntUo it.,0,0,1,0,0
Noebodky disagreed with red %c@ard_ing the zcoacDh.,0,0,0,0,0
"Oh my god, oykaIy.",0,1,1,0,1
"now i haavUe a bad bhabfit of weIa5riWng my heart on my slieaNve, and zjumBp_ing to the poss@iblcitgy of a 6girmlfrienYd too quCiVckiley.",0,1,0,1,0
"{ {{ GYemah. .. wbel2cojme to bie9ing 25, btw. .. it is OaZwful t0huCs far. .. but. .. XSHIDT at 9lea2st I get to be 25!",1,1,1,1,1
T_he^re ' s my +stoneLr Hffloor mate with a cf(uckping stun gun.,1,1,0,0,1
I qu7iNck1ly Ofeldl asleep.,0,0,1,0,0
"FibrFst, Bs1ome mbackgurounnd: i am a male, i lihvFe in LaWtvi9a, my father is a hfuntefr and we occfasioBnanllly go huontMiDng duriznvg the weekends.",0,0,0,0,0
"MxoEst mornings, I was $hardl!y apbble to mDovre my neck at all until after I ' d spent a gozoPd 15 mXinukteIs leMttWinVg really hot waete#r popuNnd down on it in the sCho5wer.",0,1,0,0,0
never fewlQt so depressed bnefo)re.,0,0,0,1,0
"The Usoecond t6i)me I saw her, she ztrold me she was a rWeFgisterePd sex Aof)fend!er.",1,1,0,1,1
It was deyleYthed wiPtqhoTut any huEma4n interaction.,1,0,0,0,1
"I txakie his 3wXord for it, and Dclosie my Beyqes.",0,0,0,0,0
"The oc%e8an wFin@d is cold and hooFwliing in my fmacQe, easing a sharp Hstdream of tJearrs out of the @lLeft eye.",0,1,0,1,0
"Only reason I loYoLked is beecIausVe Csotme user sBaiSd "" %drWeads are cool "".",0,0,1,0,1
"It was abXsolYuteloy delicious and I enj$ouye8d every bnitZe, trying to push cguilt@y thoughts out of my head, although I cLohuldn ' t ZstoBp thinking all vaAfterno)on about how maFn_y calories mTusut hDaLve been in there!",0,1,1,0,0
"so chartd, tial5l my eMyens burned.",0,1,0,0,0
I OcoAuldnit see his Xshnoes.,0,1,0,0,1
"The kissing and to1uchFiAng don ' t sXt%op, _t_hey juYsmt get moAr5e. .. ointereLstiqn+g.",0,0,1,0,1
It was 7veary iweitrd.,0,1,0,0,1
cJ_ust goifnOg in circles.,1,1,0,1,0
"This opNegraition removed the interlocking 0tibiayl nail fbriom within my right 1tibiFa, a lEoFng titanium rod which had done a marvwe%lMlous job of holding my leg together after vth_at ^awBful accident but which was now sTupIerfcluocus, and also the prime suspect in my long)oYing pain issues.",0,1,0,1,0
A TsmiRle sbprea4d across my fhacte.,0,0,1,0,0
pound%iGn+g my fiAstfs and sucrseaxming to a god th4aHt is not _th1ere; it ' s sad atheDre had to be a buattl3e sad i had to lLoowse.,1,1,0,1,0
"I didn ' t 8re_aNlize how Nsuore I was from the SwThole 1th!ing unAtiCl ylat(er, and the not being NablDe to turn my head thCinlg dBi#dn ' t sta(r5t until yesterday.",0,1,0,0,0
"I ' m now reaElNly scmarSed cuz it ' s moving fasDtUer and suddenly, tOh)is shadow sCeXems to get out of a crouch poSsitBiUon to gstaand up, and begins to flail it ' s lijmtbs as it ' s rbuonfning tofwa0rhds me.",0,1,0,0,1
A very s)iHmilBar wstor1y ha2pp2efned to my grandmother.,0,0,0,0,1
The who7lwe hoyu(se and the peAo)ple and the flaBmme seegmZed to vanish and leave me in an enxdzl$ess darkness as swoeon as my ejy4es webrSe closed.,0,1,0,1,0
I kAndow you run a su2ccSekssful bstoIre and I really admire Vt$hat.,0,0,1,0,0
"I Fsensoed, and Qthevn saw Sfo+ur sh_o9rt (about 3 feet tialrl ), gnramy - colored ' beivnGgs ' with large dark ey!eks 4nvext to my side of the bed (on my leMfit ).",0,1,0,0,1
Open to cxlo@se tpOerson.,0,0,0,0,0
I figusr_e it must ha9vce fal!lern out.,0,1,0,0,1
I was totally and jcom1pletJely fvixne wsiuth the $facft that I had just vbe_en ublud1geboned w^itHh a trampoline $ until I saw the blood; the 57 gallons of blood that pIroceeddoed to spew out of my face and Pc&over my tiny little bEo2dy.,0,1,0,1,1
"I had Hbeeen flu&nKg on top of the bCik+e, and the yhandrle bar was on my est_omacyh.",0,1,0,1,0
Fast 9f#orwar9d a yeXacr to bxe8gi0nning of hs this 6yeZar.,0,0,0,0,1
"` Cagpjtaibn, ' Ianto said tUi8midlIy, po7kilng his hera8d around the 4dooYr.",0,1,0,0,0
The later gueGst*s _we9re all drunk - areallGy druqnnk - but Tthbey kw$ere all close friends of me.,0,0,1,0,0
My +sle_epy head forced me to 6s1leep and my eGygel*ids feYl#t v0e8ry heavy that I had to surr*ednde4r and tdozje off.,0,0,0,0,0
"It captures and exemplifies everything a year on the cushion eIntaEileEd: zSwhowZing up, working hard, exerting etffo$rt, bm!ainBtainisng sincere intent, payihn^g close attention, shutting my mouth, opening my eyes, sEweaStin1g, getting dirty, bleeding, 8waitbiRng, Htpippwing over, falling down, getting up, sAtayointg the co%u#rse.",0,0,1,0,0
"kWh_en she d0ecEidesd it was ltSime to go ba4clk to my stall, I dNiGdn ' t want to le^a#ve and I pgrretend5ed I KdiHdn ' t know she was aFskinXg me to Bpicak up my head.",0,1,0,1,0
They did the vsPame qthincg come MothNe_r ' s Day but gu^eyss 4whyat?,1,0,0,0,1
I got a lidttlce bAurLn on my fZingeKr and it tqicVked me off.,1,1,0,1,0
An obvious 5aMnswer jutmpds to mind as my euyeFs jumm2p across skyscrapers.,0,0,0,0,0
N$on&e of us did.,0,0,0,0,0
kMo!ral of the swtoLry?,0,0,0,0,1
He ePndIed up skidding dNowPn the bark and sc2rapQi^ng raw the invs%id9es of his t1hiighs.,0,1,0,1,1
"CTrazqy. @Anywjay, my feet & knees stzil#l hurt this m+ozrnJing.",0,1,0,0,0
"kAfLter all, I had yvegRetabltes 2comzing out my dear2s all for the bengesfi+t of the yooun%g prince.",0,0,0,0,0
"We 6pazid $ 269 for our jstqand)by t(icDketMs, and one sfiMrst - kclaNss NsGeat was a3bMout $ 11, 000.",1,0,0,0,1
"I get cramps and 9acPhes in my shoulders hwhden I ' m teveTn minutely out of povs4i+tion, just imagine what it ' s going to be l6iNke wyiNth a completely difDferEeDnt sea&ti$n%g system, not to mention an eentirge0ly new 4drivLe mechanism.",0,1,0,0,0
Ill pay you bsaOck!,0,0,1,0,0
"aSlowXly slidwi4nNg kdofwn 2tSo!wards the floor, not having the sGtren&gith to stay up on my f9eent any llon!ger, hearing the whorfds ` ` It ' s tsiDme ' ' and thinking plbeas9e no.",0,1,0,1,0
OSnlzy in my f9ooSt.,0,0,0,0,0
"Cpoops be+e1n mo2veCd out of icu now and he ' s BgoiYng wZe!ll, but now i ' ve isiprmained my w8ri(st. .. Osxtupid 9htockey!",1,1,0,1,0
I &fe(el it szlithesriGng down my skin nli^ke a anaconda s3nawke.,0,1,0,0,1
My 3he&art sktacrts pounding as my AeyeNs scroll up the wdr3ess and it was SSpcarlet&t.,0,1,0,0,1
"light and noise, 4th$ey mJakve my bSra4in pound against my )skulul.",0,1,0,0,0
"I alwMaxys had my DnoNse in a book @wh%en I was yoMungsegr, and when I moved up 4h8ere I lo@s_t #inter6es!t.",0,0,0,1,0
"My head poked out of the grzasvs again, catching sniKght of the men nearing my EposDitioUn, son+ly oaUbout fifUtFeeTn yar3dAs.",0,1,0,1,0
ecHh0oging cruelly in my eXarHs.,1,1,0,1,0
"I cfou@ld hardly Ubel&iev5e otmhat after all Kthiqs time, Mafte!r so RmEany seazso9nKs spent rOeBapBing despair, he was kfinal^l5y here, in my arms.",0,0,1,0,0
My nsotoomach is Wigchy and &achEy.,0,1,0,1,0
My hSypan^ish language skilblDs wwerTe fairly basic.,0,1,0,0,0
"Now, menwtxal willnQeYss runs in my family, from fairly "" c0o4mmon "" stuff lRiwke depression and anxiety (whifcph I whavqe) to edisZsBociatYive i#dHeYntity disorGdZeLr, b2ordDerlin4e personality disorder, and schizophrenia.",0,1,0,1,1
"Quite the opposite, it to2obk litoeRramlly 4 shJo(ts worth of liquor to 0ma7ke him st@in*kinDg, 4piXss / sOheit in pants d%ruKnk.",0,0,0,0,1
"Shivering ca6utsed me to tense up, whiEc*h cYausEed my ThipLs to keep cramping in charlie hoBrs)e gfa3sMhion.",0,1,0,1,0
I slPowevd )d7own owhmen I 6camge to a fa4irl1y wTe3ll known speed trap in my town.,0,1,0,0,0
It rlo*oked so unrVeaZl.,0,1,0,0,1
"Once that whole thing was all lovIer and dojn%e wi@tUh, my nocsZe beg5aTn to etiRckle uncontrollably.",0,0,0,0,0
"My stoMma^c)h felt a bit rqueAasy all day aye#sterdaqy so it was difficult for me to eat a lot, but I ymanagXe%d to h5avle 3halLf a banaNnIa and a lot of walteKr wim*mediaqte+ly af+tuer the race.",0,1,0,1,0
but zbotgh well 3aRdjustted and succees@sfunl in our pePr#specdtivle careers.,0,0,1,0,0
"I sighed *heasvilgy and flipped the blade in my ha0n&d, DgenHtly pPres8singg the Uh&ilt to his fYo6roehead.",1,1,0,0,0
"Suamae 9girBl, OsamZe exact process.",0,0,0,0,0
"7Saydly we Bloost, but at the end of the dgam5e he #c4ame up to me, and )suhook my Whanbd th%i3s thiRme.",0,0,1,1,0
My ecyegs start *cYloAsing and my bnoday starts ajchixng all over.,0,1,0,1,0
"I 7feJlt for it, but ie+nded up hVav(ing to *ofpen my eyCe9s to actually fhinsd it.",0,1,0,0,1
I gn*eed to get my f@e9et wet (or twhfet) fqirCst.,0,0,0,0,0
My Nb7rain sNcrGeam%s at me as I xforSce mymswelf to sit on the t$oXilet lid.,1,1,0,1,0
"Mak^eicnKg a solrt0a clam sXhel7l, or ^lik9e someone praying but sideways. , around my c!lZeintched f!iNst.",0,1,0,0,0
"Jamming the gfi5nger in my m6ou0th to suck on, I open my JstviLnging jeye3s and gloo9k ovveir to my nBight0sktand.",0,1,0,1,0
"aTheBy had awmaRzin2g sex (9apwparenMtly ), and opasFsed out.",0,0,1,0,1
It Edi5scoFnnectSed and teetered SawGay furoom us.,0,1,0,1,1
No)bod_y on the !othexr end.,0,1,0,0,1
Thh&ey seeSm+ed quit some bdEistancSe away from me.,0,1,0,0,0
"I can ' t sCt*and the kgeYlat$inous tom$atoo )soXup bit, or the so_gg#y noodle &let&teXrs, or the tnalste.",1,1,0,0,0
"So, I was ten yeaxrEs old at the tniyme.",0,0,0,0,0
GBblo0tted out the m^oo1n.,0,1,0,0,1
But I r4esally do vkonow it is my heart ds8peyaking +thrroug*h me and i am KbeMing taken aov+er by the 1heWart and not the Jm_ind i f7eeQl inspired.,0,0,1,0,0
And the turbutlenBc1e and VnNear - dle2ath ex@peerienCcEes. I hurt my neck aGg&ain too.,0,1,0,1,0
"The cJo7ld air brauFs6hed agaionSswt my fAacOe as I sat on the s3winUg in our bacqky9akrd, I wasn ' t swi(ngitn#g, I ronl_y sat there twatqch*ing, waizti@nfg.",0,0,0,1,0
"jWel)l, as we ' re b!owDl_ing, my wdinnVer be!gran to not sit wse%ll wIiuth me, and I had to run to the LbaOthrooum.",0,1,0,0,0
We headed north on a sHunUny QSaturd^a)y morning in whPaxt has become our standard 5mRode of travel - XTod6d with the kstseeoring pwhweel in one hzaMnd and a cup of ncofPfee in the other; me with my nose buried in a kbo!ok.,0,0,1,0,0
is 2fabtaliSstic but expl5aFin9s too maqn^y thCinngs covndveynieEntly in my life for my continued use to brep_eat in my fheZad.,0,1,0,1,0
"My ey(egs scJannOe0d the ypla4ce, looking for Cto1dy and I fXou7nd him; wrestling on the ms5and $wit_h monkey boy for a vol_leybaNl@l.",0,0,1,0,0
I bent my kJngee inwaCrrd.,0,0,0,0,0
HRemem1be(r the farm - eft^te?,0,0,1,0,1
i StChink its more elBike i 4w^ant to 4wrHite it xdowcn so its not trvap7peed inside my jhemad when i die.,0,1,0,1,0
"I could see the te6xtucrpe of the 8painwt on the wall Obpeside my h2e+ad, and the ztex&tuRre of the fake UwTood (clouset 1do5ors, the cXr!adle benOejaith the window.",0,0,0,0,0
The last 4weexk I ' ve g+oYne to bed at 7 Eevvery moFrn7inig with house music bla+sbtintg in my ear and )ha$ve woken up wiQtZh aonl0y an anpypWetite for mo8rse.,0,0,1,0,0
Then my Bhearct drwoBppecd.,0,1,0,1,0
We +weIre go5ijng to reaac0h seventy.,0,0,0,0,1
"I started )aSnot5her deep and se3rlio_us post yelsUterdEay when the cold wind was blowing the heck out of the freezer - mbqurnt landscape outside and the happy po1sGt - Chr#isstmays thoug9hwtxs from my brain, but was unable to ckompWlexte it due to two meetings I had to attend and a @lardge pot of chicken soup that xneeMded making.",0,1,0,0,0
I was WwkearXing kha2kni pants.,0,0,0,0,0
I juZsSt broke up with a girl I had ObeeVn d0atXing for a BprCetty lNoDng wyhilOe.,0,1,0,1,0
I was sDtnill na^keWd.,0,1,0,0,1
I expect tBhqem to cRo+me in the ba7c)kd^oor any second but I heRa(r nopthKi2ng.,0,1,0,0,1
"My knee was boOu+nd in an ace pbanXda%ge and I &couBld RwFalk wDit9houXt 4liLmpSing, but still.",0,1,0,1,0
"I knew there were bits on this &skect4ion I had struggled with, like the massive idro!p offs (okay, maybe not massive, but wtuhey seemed maQssDiLve to me) and the steep switchbacks, but again I myaVnagesd to avoid the urge to grab handfuls of brakes and shut my e_yeYs, and I forced myself to ride the firUsdt big d1ro0p off and the next few were suddenly much uleoss scUaYry.",0,1,1,0,0
My siszt)er was one of her &bJrviFdesmaids.,0,0,0,0,0
"I thCotughCt that was a pr_eZtty good Aide2a (by t*hi6s point, my fOejet ghurQt a LOT fqrcom all the whallkting and standing Fawround) but I didn ' t IwanFt to pay to see a movie.",0,1,0,0,0
My fpreienUds owerre ama8zeVd none the less.,0,0,1,0,1
"When I opullJed her bEaeck in, her Uhan0d Gw*ent to the perfect 7spogt on my nch(est.",0,0,1,0,0
"( my foUo6t, i tdhirnk, had s9tCoppWed blHee%din+g for the moCsIt +par3t by now. )",0,1,0,0,0
You don ' t 4undersltanOd.,1,1,0,0,0
"It was _pr#etty sc^arWy; I had to db9reakthe inWtuo a funny - looking tIhping and the wo0rsut p$arzt was tGhHat I had to h3avTe not one, but TWO shots in my @l2egs!",0,1,0,0,0
Called it r%i(ght aUwaIy.,0,0,0,0,0
AProbCablly ^gonEna get buNrie3d but. ..,0,1,0,1,0
"Yes, my )belldy is geat7tin9g big.",0,0,0,1,0
Entire ronosm goes nsailent.,0,1,0,0,1
8FIxSHIN ' ' I qwolke up in the dmor+niang my hweVad was throubifnjg blNacik and blue Eeyfed Ctho(ugVht I ' d d4iYed smashed up my TV set.,0,1,0,1,1
At one Apoin2t it even FcamHe up to my foot to nibjbQle on the graysEs neta#r my Ktsoes.,0,0,1,0,0
"3Stiull, a ccrfeepy happening.",0,1,0,0,1
"I stirred the surface of the water ywitKh my hand; my f%ac9e xwviped 0aweay, Fonl%y to reform @wheQn the mirror 9settJleGd down aogamin.",0,1,0,0,1
"I was 7 and uwok6e up earllzy, so I 5weCnt to the #b7asemeOnt to fwatcYh cUart)ogons.",0,0,1,0,0
Seventh grade gSdpaGnish 9tesnt.,0,1,0,0,0
*Y)eah that ' s dwh$at the ye(lslow thing is that ' s aMr+ound my n0ecdk.,0,0,0,0,0
"You Ls4lid through me &l1ike a hot kn(ifBe th@riougWh buttSe+r under my skFiMn, and never gone yet.",0,1,0,1,1
The w!ho!le bYat&hro1om was very elegant and nicely dewcor(atied.,0,0,1,0,0
I roluleId my DeyeMs.,1,0,0,0,0
"I ' m not 1Europzeean - AVmmerica2n, I ' m a rwhi+te aAm5ericaxn.",0,0,0,0,0
"My knuckles YgroIwinog w)hiHter and wwh#iter, my mqi!nd screaming at me that we shLoSuld be out of here, we !shou6ld a8lm#ost be jhoXme.",1,1,0,0,0
"I cpou)ld 4stilul feel gxlaUss showering dDowdn and now the cut on my h1eFad was blteFedi+ng pretty boa1dly, I Rcoulvd taste the blood as it ran dolw%n my face and mixed WwEith my sweat and hit my lips.",0,1,0,1,0
I was so 2wryapp9ing up in the boy in my nar2ms.,0,0,1,0,0
I did dthihs be!fXore br$ushViwng my teeth for bed.,0,0,0,0,0
"It hit Lgroound floor with a heavy bku_mp, my sto#mrac#h bounced kinBto my thrGoaxt and back magai(n.",0,1,0,0,0
So I grabbed my kn+iHfe out of fdeRar and vloobked up but AtheKre was n#oIth4ing thWegre.,0,1,0,0,1
"But ShLere I am msYittinXg at my ico9mpute#r at wlor8k, whMegn I begin to relive the KwholAe eJp#i3sode over in my heNaHd.",0,1,0,1,0
The bus is Cgoyne.,0,1,0,1,1
"I thought we wNe5re Bgoincg to go iRnsto a diffyeHrenNt lane abtou%t 10 difLffereant times, and xonTce I ended up )gvoing backwards down the hill on my AsVtomacph.",0,1,0,0,1
