text,Anger,Fear,Joy,Sadness,Surprise
uckl the ecuit ard is ol with me and let me stay.,0,0,1,0,0
"I di ' t reze how sore I was fm the whole thing until ter, and the not bin al to tr my ea thing didn ' t str until eterdy.",0,1,0,0,0
A very slar story hpned to my grandhr.,0,0,0,0,1
"I sensed, and he saw fo hrt (about 3 fe tl ), gray - colored ' beings ' with lar ar ys ex to my side of the bed (on my lf ).",0,1,0,0,1
"Still mb. The nmbes nee le my arm, it was cay.",0,1,0,1,0
"ne we got them all ak nt the room, one ltte gl (the youngest of this gru) rohl pushed a ittl boy who was standing near me (I was siin with my legs blocking the doorway) into the or jamb in her attempt to get out.",0,1,0,0,1
I iure it mu av fallen out.,0,1,0,0,1
I was totally and completely fine th the at that I had just been bludgeoned with a trampol $ until I saw the blood; the 57 alln of blo that proceeded to sp out of my fc and ove my tn little bd.,0,1,0,1,1
"Oh wl, Bde ' s Day, Bid ' s Way!",0,0,1,0,0
"` Capi, ' Ianto said imdy, pkng his head aund the dr.",0,1,0,0,0
"No war dmag, sun daae, tears, nthig.",0,0,0,0,1
"It catue and exemplifies everything a year on the cushion ntaed: Soin up, rkin hard, exerting effort, maintaining sice intent, paying cle attention, shutting my mouth, opening my ey, sweating, getting irt, ledig, waiting, tipping over, faln down, getting up, staying the course.",0,0,1,0,0
melanho I got up for work hi moig and tund on the news le usual but i heard a sor ta broke my hea and brought me to ter.,0,1,0,1,0
"Wn she eide it was me to go ac to my stall, I didn ' t wn to eae and I prtnde I didn ' t know she was skng me to ik up my hd.",0,1,0,1,0
One tm in hi shol my rend and I had a dac party in someones aemnt.,0,0,1,0,0
"My hd was spinning as the smoke I gldy inhaled made its way to my uns and on its way out, the rings easily disiing to the cold air ae me wonder about him for the eth im on at nig.",0,1,0,0,0
They did the same tng om Mote ' s Day but ges at?,1,0,0,0,1
An obvu answer jps to mind as my eyes ju coss skyscrapers.,0,0,0,0,0
Mol of the toy?,0,0,0,0,1
Met a lot of radm canadians ht nig.,0,0,1,0,1
"Aer all, I had eetbles oing out my ar all for the benefit of the yug rice.",0,0,0,0,0
"It looked like thr was a gfall on the sd of my ke. .. a prpl, lush gobal.",0,1,0,1,0
"We ad $ 269 for our anby cket, and one ist - cls st was abo $ 11, 000.",1,0,0,0,1
"I get rmps and aches in my shoulders he I ' m en mnuey out of potin, just imagine at it ' s going to be li wi a omptely ifeent seating system, not to mention an entirely new drive mechanism.",0,1,0,0,0
Pope ure at and ve hit him.,1,1,0,1,0
"po ee moe out of icu now and he ' s oig wl, but now i ' ve paind my rst. .. stpd ocey!",1,1,0,1,0
My heart arts oding as my es soll up the dress and it was Sarle.,0,1,0,0,1
"light and noise, ty ae my brain pod against my skl.",0,1,0,0,0
"I alwy had my se in a ok when I was yune, and when I moved up ee I ls trest.",0,0,0,1,0
"i hope haevr i did do tay, the two ape 2s adn the reai of the ntoes adn the deinitao i ecte, stc in my ha and i do nt fore anything: (sh.",0,1,0,1,0
"I could hdly beee that ate all this ti, afe so ay seasons spt reng despair, he was finally re, in my arms.",0,0,1,0,0
"omt lots, and lo.",0,1,0,0,0
But regales of ha. .. I nw something is rng in my ed.,0,1,0,1,0
I was staying at a suppoel aute hotel wi some iend.,0,1,0,0,1
My toch is cy and ch.,0,1,0,1,0
"Now, mental illness ru in my famy, fm fily "" mmon "" stuff like epesion and anxiety (whh I av) to dissociative identity disorder, borderline personality isrer, and schizhrea.",0,1,0,1,1
"uie the opposite, it oo literally 4 sos wth of liquor to make him stkig, is / shit in pan run.",0,0,0,0,1
"ivring cued me to tense up, wic ause my hips to keep crpng in charlie horse asio.",0,1,0,1,0
I slow down when I ae to a fairly ll own ped trap in my ow.,0,1,0,0,0
"i ju cracked my ad it a ass oo. A delivery pern, nsta of ling me and ayig ` ` I ' ve got a aage. ' '",1,1,0,0,0
"I ' d jt artd a new chacte on a different wor th I usal py on, then hi guy wants to ji my party. ..",0,1,1,0,1
but bt ll adjusted and ucssful in our perspective aees.,0,0,1,0,0
"aly we lo, but at the end of the ge he ce up to me, and sok my ha hi te.",0,0,1,1,0
I ow this pa.,0,1,0,1,0
My es start closing and my body arts hing all ve.,0,1,0,1,0
as i go to ae the ok out of my 4th fs. .. it shks and mbes the ok in my hn.,1,1,0,1,1
I ee to get my et wet (or we) fis.,0,0,0,0,0
My ran ceas at me as I orc yelf to sit on the tilt lid.,1,1,0,1,0
"Makeing a rta clam sel, or like omne ayig but sideways. , aond my lentch fist.",0,1,0,0,0
"Jamming the fger in my mouth to uc on, I op my sinng ys and ok or to my nightstand.",0,1,0,1,0
Tonight the wety has of the air ld me down And clsd around my chest The ges and ducks could bael move against the coagulating water Tt thckee and slowed with a ripp.,0,1,0,0,0
Do we js lae?,0,1,0,0,1
It dicnecte and teetered ay om us.,0,1,0,1,1
I have a rind whose usbn de last year.,0,0,0,1,0
The pers beos extremely powerful,0,1,0,0,1
But I real do ow it is my het speaking tugh me and i am bei taken oe by the heart and not the md i fl inire.,0,0,1,0,0
So I ent mt of lun at the college ring ey ad to concentrate on my botany book and not stare at people wt a vcat pession on my fa.,0,1,0,0,0
My rin is ie mush.,0,1,0,1,0
We headed oth on a sunny Saturday morning in what has beoe our stnda mode of rvel - Todd wi the steering whe in one hd and a cup of coffee in the thr; me th my ne buried in a book.,0,0,1,0,0
hn buy a fr.,0,0,1,0,0
is fatalsc but eplis too ny ting cnnientl in my fe for my continued use to peat in my head.,0,1,0,1,0
"And without en topng to tnk about it, I ck one of hse boxes under my arm and go ac to the lvng rm.",0,0,1,0,0
I en my kn inward.,0,0,0,0,0
Remmb the fa - ette?,0,0,1,0,1
i thk its mo like i wn to rte it down so its not trae inid my head hn i die.,0,1,0,1,0
"Was a roun trip, 11 miles to RWC motin and into a southerly in, more wind tn we saw drin race time and th the sun strih in my es mo of the way on.",0,1,0,0,0
Then my her doed.,0,1,0,1,0
I was wearing aki nts.,0,0,0,0,0
Like I fud a way to scae rait and moe bou my bdro as though I was on the ISS or soming; thilig at my new found abii.,0,0,1,0,1
I ju bre up with a il I had been atig for a pety long wie.,0,1,0,1,0
I was sti ked.,0,1,0,0,1
We ' ve ver met.,0,0,0,0,1
"If I am trying to get to slp in a very dk om I wi see, er, and el this.",0,1,0,0,1
"My ee was bou in an ace ndag and I cul walk without liig, but sil.",0,1,0,1,0
That ' s upr ird.,0,1,0,0,1
i do nt ko how many tis i put my hand in re tl i eled it brn.,0,1,0,0,0
"I knew there were bits on is section I had struggled with, le the massive drop offs (okay, maybe not massive, but they seemed assv to me) and the tep switchbacks, but ain I managed to avd the urge to ga handfuls of brks and shut my eyes, and I frcd myself to ride the fst big drop off and the next few were suddenly much less scary.",0,1,1,0,0
My sstr was one of her ridaids.,0,0,0,0,0
I aned to sri the fe from my legs.,1,1,0,1,0
Ohh I put my hds up to my he.,0,1,0,0,0
"When I lled her ak in, her ad wt to the prfe spot on my cet.",0,0,1,0,0
You don ' t dersand.,1,1,0,0,0
He was pretty scrd and was tain fs.,0,1,0,0,0
Called it rht ay.,0,0,0,0,0
Pobbl ona get buie but. ..,0,1,0,1,0
"Yes, my bly is ttig big.",0,0,0,1,0
I did nt ntic it uti it crae all over my an ik a maniac.,0,1,0,0,1
At one pnt it even cm up to my oo to nibble on the rss ea my ts.,0,0,1,0,0
"Still, a ceey hapnng.",0,1,0,0,1
"I was 7 and ke up eay, so I we to the bsemn to ath artns.",0,0,1,0,0
evth grade pish test.,0,1,0,0,0
Yeah that ' s what the yllo hng is ta ' s arnd my nk.,0,0,0,0,0
I ' m st in my own lite rld.,0,1,0,1,0
The whole bathr was vy elegant and ncey decorated.,0,0,1,0,0
"ushig mysf off, I ate one of the ples I had It sn ' t until I ft ld ht a hand touched my shlde and case me to mp.",0,1,0,0,1
"A voc from below bege, plee to be nurid.",0,1,0,1,1
I oled my ee.,1,0,0,0,0
"I cud still fe glass showering ow and now the cut on my ed was bleeding pretty adl, I could ste the lod as it ran down my fe and mixed wh my swt and hit my lips.",0,1,0,1,0
I was so wappg up in the boy in my ms.,0,0,1,0,0
But one crmna sot from gun to my hd.,1,1,0,0,0
I did this efre brsig my tee for bed.,0,0,0,0,0
"It hit gund floor with a hev bump, my tomh bounced nt my thot and ck again.",0,1,0,0,0
And I can ' t brah touh my oe.,0,1,0,0,0
"But here I am stin at my compu at work, he I ben to eive the woe episode vr in my he.",0,1,0,1,0
The bus is on.,0,1,0,1,1
"I had no thr opon, not it the way my heart tart beti atially at the mion of his name.",0,1,0,0,1
"and i sriuly lt tat my chest HURTS. .. for the next few mnts, i raly ee to ve up: 1) SOPPI2) MANICURE & PEDICU) KTV SESSION4) CLUBBINGCOS I SIPL DUN HAVE UGET FOR THE ABOVE!!",0,1,0,1,0
Not necesiy god - ik.,0,0,0,0,1
I closed my ys and ok a de breath.,0,1,1,0,0
My heart lepd and I el out my am.,0,0,1,0,1
Standing in crt on my 23rd brtay being sentenced was the os ball shattering rifying mmet of my fe,0,1,0,1,1
I hllrd but nody cm to see it.,1,1,0,1,1
My rai stops and hn I el ke conking out.,0,1,0,1,0
I alay wnte to see one.,0,0,1,0,1
"I tll remember is occasionally, cer as day.",0,0,1,1,1
"Tre ' s all th stf I got ta do, and all the hle there ' s this csant aggi thought in the ak of my hd ` should I ally be he?",0,1,0,0,0
I think it es me no less trub to be able to yp but sll kp my ee and face turned to my teah.,0,1,0,0,0
enigles at the ie.,0,0,0,1,0
It was oibly ntiging.,0,1,1,0,1
hi was last ye.,0,0,0,0,0
ve rugh me a nc glass of ice wte and the bottle of the an pil and an ice pa for my hn.,0,1,0,0,0
"I sat up in bed, lokd rund the rm and saw ohin.",0,1,0,0,1
We se holy wishes and we have invitations to dinner if ever in the sa cy (never taken up) I could have gote impatient and angry abu the mix ups but a ltte patience and comn cuesy has turn him into a friend.,0,0,1,0,0
I get extm anxiety fr is.,0,1,0,0,0
"A strangely alig breeze cros my face and souder, mysteriously sipin rit er my legs.",0,0,1,0,0
"is not an option, by it ' s me in my natural pajama - clad state with no me - up ade from some optical enhancement ha dn ' t want to wa off, wtot done - up hair, and with the zit on my forehead th I ' ve been ttlig for about a week free and red and proud, and that ' s the spii of the mm, correct?",0,0,0,1,0
"I al houh it was gon to ke, eat my bris out or oethig. So anyway.",0,1,0,0,1
"So when I am iet, ring, ang. .. or my atiud ut sem. .. iffert, let me clo my ee. .. and let me dra. ..",1,1,0,1,0
re enug - same car.,0,0,0,0,1
Ntig but the dr.,0,1,0,1,0
Le radin obviously defective.,1,1,0,0,0
"I dn ' t kw wt to say, but my eves were all on ee, taning.",0,1,0,0,0
"ithi a mine my arm had wlln up, it was se and buid.",0,1,0,1,0
Agn I was colcted in my mind ecae a few ds ago he had he my ha and loke at my tub and I ft nothing - - - not even one tra tingle.,0,0,0,1,0
I think my ee su immediately ter my head hit tt pillow.,0,0,1,0,0
"She ban to cry, havn os.",0,1,0,1,0
Sal we ve yet to act on this brilat ln.,0,0,0,1,0
one and a ilon car / van re.,0,0,1,0,1
"My face, I cod alot wer, is sil red, flshn.",0,1,0,0,0
"A loe rind set me up on a oule ae ih her, her byfrie, and the borind ' s fien on Vlntin ' s Day.",0,1,1,0,1
"I en did the ishe, wteed my eth, wchd some re daytime tv, and had sm lunch.",0,0,0,0,0
"eetein for a moment, I ught myself om alln ol to lig myself to my knees in the dr.",0,1,0,0,0
My hd pounded rm all the scrami.,0,1,0,0,0
"so he nt a lil faster (ep in mind we nev went ealy at) and i ot the tr, hit my knee on the grun, and tre to hang on til he stopped!",0,1,0,1,1
I pu my arm away and purchase a tice for a myty movie and ter rouh the bk entrc only to realize that the hoe haer was crowded.,0,1,0,0,1
` ` My ee dene.,0,1,0,0,1
btwe my ls.,0,0,0,0,0
But it was gd; it et me on my et for a on ile. Kn?,0,0,1,0,0
The ock urnd a part of my hmb.,0,1,0,1,1
""" and ok in my er view mirr.",0,1,0,0,0
"owee, I made sr to ta a few swes of water ut so my mouth ft le it got a lot of oitue.",0,0,1,0,0
Wah the mk re - cover my fa.,0,0,0,0,0
"With a sue of excitement abo makn the ri to edlands, I so had a sne of dra because I alied what kind of car they were driving.",0,1,1,0,0
"Several es had managed to etrate right truh the govs, but I know there us have be more sic I tin I must ve put my hands right into the top of the nest. I tried some vinegar to ease the an: no luck.",0,1,0,0,0
Finally fon out tt I ve bad whip lash and trind the tens in my ek.,0,1,0,1,0
"I uled it up, ill had the gusn oud, so I turned my head, and the ohe one oped immdael.",0,1,0,0,0
I ser my heart halted for a sli second befe sprtng.,0,1,0,0,1
"Exactly a year ago i remember sitting at oe on my apto, tlin to da and hver se, it wnt quit as ol as it has been lately and i remember aing a hu smile on my face.",0,0,1,1,0
"It ' s so on the frn of my upe lg, the ba of my low lg, and the tops of my et.",0,0,0,0,0
""" Do you beie in our lr and savi?",0,1,0,0,0
My pnci is in my hn.,0,0,0,0,0
Had to sit wt her in the car as she was owig in pi and ledng on me.,0,1,0,1,0
"The ke was pleasant enough at ist, walking on a slht incline, enjoying the sney and the multitude of gshopers (sweet jasi, se of them were soooo big I ' m sure they had sketon) almost flying into my face vry step or so, I thot ` ` Ah!",0,1,1,0,1
It was the dne of my hrt.,0,0,1,0,0
"The fis one was far noug ahead ha it didn ' t startle me so mc. nyay, for the grusely curious, here are oe is of my injuries: My lbw got the wrt of it.",1,1,0,1,0
"Ter wr just tee empty, black, sockets.",0,1,0,1,1
"I was doing well emoonay last ngh and was feei okay but not hing ay in my ar yet, but ti morning has been a lot hade.",0,0,0,1,0
It was one of my st saeul peiencs.,0,1,0,1,0
My gra - grapants had an rraed marriage.,0,0,0,0,1
"Sat ad to him, "" God wl do everhin in His per to desy you.",1,1,0,1,1
"So he houd be eating the zza I ' m stuffing into my fe, like a cipun. I udestad the impe the ay.",0,0,1,0,0
Th did a nubr on my soac.,0,1,0,0,0
"Sometimes the two olie so ll togte, my ous bems as much of a ms as my ad is and it ' s mberass to ow.",0,1,0,1,0
( Notice my ts ha il pols on - th was New er ' s resolution # 21 $) Tn Esm corate the body taig.,0,0,1,0,0
So yway it ' s la at igh and I was do in my ling oo sleeping on my och.,0,0,0,0,0
I wt sragt home and had a ower.,0,0,0,0,0
"I opened the or to his bedo and saw. .. Awwww. .. His whole ro0m was illd with red, pink and white ballo0ns. .. :] ths my babe tryin to walk through all of the ballo0ns. .. and i had to or through all the ballo0ns and l0 for two ballo0ns with surprises in them Then he ga me roses he de out of M & ms: ], you no what i mean (( sorry my thumbs tarde) )",0,1,1,0,1
I letly nea out to inveite its urce. .. ...,0,1,0,0,1
lsst aaly I could me up with.,0,1,0,0,0
I was walking nt to the tuc on one of hse ased cmet cu bumpers when my ankle folded in hl.,0,1,0,1,0
"Then suddenly, she hea a strange ump; but ookg rond saw noth.",0,1,0,0,1
"I reach ow and run my fingers all er the slippery itte rouess, fl it lean wy and tre is no shoulder dystocia, the ek is re and no or.",0,1,0,0,0
"The light pierced hugh my half lidd ey and I ined, squeezing my eyes shut nc me.",0,1,0,0,0
Coletel lo my mind.,1,1,0,1,1
"robby ut gig to be buried, but at eas I can tell th story omewee.",0,0,0,1,0
she was vy wro.,1,0,0,0,0
"Its most famous picture is Picasso ' s Guria, inspired by the civil war ain was endig. It has a selection of amazing Surrlis ors by Dali and a number by Joan Miro, some of whh were lughly simplistic to my eyes and a selection of art from the 1940s to present in its permanent collection. For its tmpoar xhibiti it had one on digital art and new media. My favourite works wr the series of ` mirrors ' by Daniel Rozin from Israel.",0,0,1,0,0
"Abu 1 ou of ing in the tent, a igh aeaed that we could see hrog the canvas.",0,1,0,0,1
ybe I sold try to get my hds on se.,0,0,0,0,0
"At hi pon I am starting to have an axit atta, but I ep lsteng.",0,1,0,0,0
"I oped her at her ose, smed she thought it en as adl as I did, and tugt notn me of it.",0,0,0,1,0
"Another fun ct was that the ane floor was all nd, which got eeen my ts, and ter we about 5 mlon fli buzzing around.",0,1,0,1,0
"eang my ad back in the basin, I clo my eyes and as the oun girl bhid me streams hot wat through my hi, I fe the jangi tension slowly subsiding inside my body.",0,0,1,0,0
"The wol class turned to look at me and i fe my heek ame up a wonderul crimson clur as I ted to uy my head ak into my book, i wanted to lo back up take one mr glimpse at her but I daren ' t.",0,1,0,1,0
"I waowed a ice of at, it ot of suctioned to the ba of my thoa.",0,1,0,0,0
I was on a (dmttedy sll) adealin sh.,0,1,1,0,1
And it was afl.,0,1,0,1,0
You are the dmn.,1,1,0,0,1
"I had a dffiut time reaching the trgt HR, ee in the lows gr, but I sll got a ealy ce burn in my lg.",0,0,1,0,0
""" Lutnat, we see the bac ath.",0,1,0,0,1
He also had me mar in ple and to to see how my et nuraly lin.,0,1,0,0,0
"Now he ' s obbn and sceamn, faly dfeat.",0,1,0,1,0
It as ' t on my sh nmor.,0,0,1,0,1
I had my eye on the fabi for mths.,0,0,1,0,0
"The breeze was fresh and the sky was a soft pi with the sun softly shin over the roof ps. .. and there was the bck won wakg down the road ne me and she was singing and it was quite soothing. .. and it all made me think and smile. .. but then, It md me start to question things and my ed got raly tangled in its ` ` happiness ' ' and. .. now I feel quite tender and sensitive over nothing.",0,1,1,1,1
Our classmate Mark had pase away la st night in his lee.,0,1,0,1,1
Jt fre powder underneath a pine gre.,0,0,1,0,0
""" raeston says ' Dd 20 February, 97 """,0,0,0,1,1
"lla, I ' m so hpp ha you ' re ho. I smle as ter si down my cheeks.",0,0,1,0,0
' at nfuraed me so mh as I was azled out of my head so mc aled.,1,1,0,1,0
"Drig the cplet silence at follows, my andfthe sa oudy "" Well, my god has spoken """,0,0,0,0,1
My ert drop.,0,1,0,0,0
I li my ha into my pket and tk out my knife.,0,1,0,0,0
How oft has this ee ailabe in the at and I ad ' t known and ended up wi a ik in my ne?,1,1,0,0,0
"Bac permanent mrke verd the ce of the usc player, Wod and phrases like ' ' ' ' were slpiy written in my ha witi.",0,0,0,0,0
I ut watd him to ee how crpy it was to be robe.,1,1,0,0,0
Wi sddn reslton I took my hands fr the rail.,0,0,0,0,0
I ' m pett ue I ko who you ' re tang bou in this st.,0,0,0,0,1
It et so unrl. ..,0,1,0,0,1
i nd to let ha im feeling rgh now out eore the he in my chest is geti deeper.,0,1,0,1,0
I fe ie Ted the Sad Sap.,0,0,0,1,0
he cek out the hoe house and say it ' s cle to go bc nsie.,0,1,1,0,0
"But I was feen rall nvus, and my hnd were sweaty.",0,1,0,0,0
"( I was mat & bit my tongue) Oh, and grt euls, but I ' m not gin in etai. .. ow. We spent all day other, and got zza & a ton of br for dinr!",0,0,1,0,0
He uls out a switchblade and ut the id of my out.,1,1,0,1,0
My legs and fc wr so covered.,0,0,0,0,0
We litera no one howe up.,0,0,0,1,1
& lt; / caz - utte & gt;,0,1,0,0,1
My feet ee toay soae through.,0,1,0,1,0
"I was mad and wh I put my nds toetr, re aared and I hre it.",1,0,0,0,0
"oal: 80. 5 mie (10, 550 ') My eg felt great all week, whi is rely ecuragi cniring hs is the frt week of the per.",0,0,1,0,1
"Tears in my ye, too uc on my md, and de sdes in my har.",0,1,0,1,0
"Bit of a pa for us awwr - yps, but evr fe!",0,1,1,0,0
My har an.,0,0,0,1,0
