text,Anger,Fear,Joy,Sadness,Surprise
"I heard and felt my rib give where it was creenlty cracekd, and I ' m ptrety ectrian it racckde gaian.",0,1,0,1,0
"` ` I zip up the otet back qicukyl, thowr it oont my sholuder and gbra up the oterh, larger bag.",0,0,1,0,0
Appraetnyl the aftermaht of the colgedg toilet was pretty gruesome.,0,1,0,0,1
I mimdeaietly raelized wath had happened and rteid to cover it up by asgpign.,0,1,0,0,1
I couldn ' t selpe alts night for the darnealnie runinng through my vines.,0,1,0,0,0
"I cerid my esye out in fifth preido, ucmh to Cranell and Natasah ' s displeasure.",0,0,0,1,0
How sutipd of him.,1,0,0,0,0
His tsepdda is rpatccialyl his erla dad.,0,0,1,0,0
"Htne theer are the sacsb, srcathecs and depressive scars all over my legs.",0,1,0,1,0
Yea I ' m twih you htree man.,0,0,1,0,0
"Made sense, tyhe remodev all dietniafible information.",0,0,0,0,1
"But, it fsit my ehda.",0,0,1,0,0
"No sidewalk, usjt a simple two way, isngel alen street with crazy rtafifc going iehter dierctoni.",0,1,0,0,0
"I saw osem of the grisl satinrg but they idnd ' t say anything, well not to my fcea.",0,0,0,0,0
Bhot imtes actsratophiaclly embarrassing for me.,0,1,0,1,0
He otko the pictrue and ofllowed the giggling.,0,1,1,0,1
"I weok up, rubhsed my etteh, and tsarted to play a ilttle mpael story.",0,0,1,0,0
"Back to my eadr old alps at the walk - in clinic to get a rpecsritpino for better eyedrops. Oh, and my thorta hrust like hell again.",0,1,0,1,0
"Creepy lpaec, envre been a fan.",0,1,0,0,0
It was deectn umsci but eftl so much like jstu smoneoe hit play on a lpyailst iwht commercials and walked away.,0,0,0,0,0
"After the humiliainot and my hsaubnd laughing uncontrollably at me, my ainls ermiande pferetcly inactt.",1,0,0,1,0
"Me nude on afcbeook, alreday two comnmtes.",0,1,0,0,1
My lungs weer tsill tkiang in air as I rbetaehd.,0,0,0,0,0
"I whimpered, and my hlees started pounding gaiants the hrdawood floor.",0,1,0,0,0
"So, my ftahre owns a isunranec gaenyc.",0,0,0,0,0
""" The blkac family behind me looked mortifide.",0,1,0,1,1
"My rasm erached foradwr, and I rbgabed on to his leg.",0,0,0,0,0
"Nope, and htye owludn ' t let me ealve the dog wtiuhot pyaign.",1,1,0,0,1
"I (so far otdya) vhae dislcotade my hsoudelr, ubnred ymslef on hot oil, had a migraine, had a sinus headache, dislocated my wrist, and fell dnow ten tsaris amed of wood.",0,1,0,1,0
"I was partly hdeydratde, and aprtyl ` ` fetseiv ' ' and was sitting in my chair with my feet in the opol, drniikgn weatr, awnting to atek a nap.",0,0,1,0,0
He hetn rceaehd acrsos with one of his rfotn apsw and put it arnoud my arm.,0,0,0,0,0
The rtee starts hsirnikng.,0,1,0,0,1
I did omts of the sklisl ok but when I had to remove my mask I pnaidce and couldnt brheate ropperyl and the intsruoctr had to ipnhc my ones to lhep me!,0,1,0,0,0
We haven ' t taklde aobtu it sicen.,0,0,0,1,0
"You ocudl not see a foto in front of you and I pratccailyl rcide getting to the bottmo ebcause the inwd and osnw was litreally ubrngin my face, lol.",0,1,0,1,0
"I did manage to remember to hang out the awsinhg, but noyl bceuaes the annoying beeping osnud the washer makes hwne its finished a yccle finally filtered niot my rabin and satertd to irritate me enough that I couldn ' t ignore it any longer.",1,1,0,0,0
( HGEU igrn on my face now. ),0,0,1,0,0
"I had it onde on my arm, of oucrse the one I use, so dongi evyer ithng itwh my toehr one is pretty ewidr.",0,0,0,0,0
"The tarsfish lay by my efte, its abkc turedn to me.",0,0,0,0,0
I can enevr forget it.,0,1,0,1,0
so we all tsodo up lcappde and cheerde!,0,0,1,0,1
"I should interject here, that I prayed on my knees at the alter for a diagnosis at the chuhrc of the nazarene - ONE week before this happened. .. and then trhee adsy ago, my doctor sat me dnow and showed me my lab tests and gave me the pehcohromocyotma word, and the two specalisit erefrrals, looked at me and said ` ` I ' m going to get you your life bkac.",0,1,1,1,0
I idnd ' t look out of my ahnsd.,0,1,0,0,0
"The Air Acndaa lyad apttde my anhd and callde me ` ` edra ' ', too.",0,0,1,0,0
I amek it a habit of istitgn with my bkac facing a wall so I cuodl see veryething and veeryeon.,0,1,0,0,0
"my grnamad, my mom, my grandaunt, my uatn, my sitsre I CRIED and EWTP in my sleep. .. I ujts shook and sobbed and sinflfde. .. htne I okwe up and my yese were wet.",0,1,0,1,0
my lungs and cehts vhae uhtr for 6 days straight.,0,1,0,1,0
"' To be honest I don ' t nokw why I set out iont the ardk, yestreday ' s etlter lcutched in my apml.",0,1,0,0,0
"My mouth started bzuizgn, then fingesr, mars and egls.",0,1,0,0,0
"I see two salml "" hclirden "", foliatng about 4 ft. waay rfmo me.",0,1,0,0,1
""" stairng edda at my ex.",1,1,0,1,0
I ondded my ahed excitedly.,0,0,1,0,0
"Ebacsue neither of us coldu rdiev, he salo had to go to dinrne wthi the other two bfeoreahdn and meet up with me at the show.",0,1,0,0,0
$ 2K + gone irgth trhee.,1,1,0,1,1
"But aeryl in the mroning, say five or six, htye all fell aselpe.",0,0,0,0,0
The frits tohutgh htta acem into my hade was that I needde to go to wrko as soon as possible.,0,1,0,0,0
but biggre and bauot six ooft of the floor.,0,1,0,0,1
You can etll he puts * a lot * of teim into it.,0,0,1,0,0
Noobyd disagreed whit red carding the ocahc.,0,0,0,0,0
"Oh my god, okay.",0,1,1,0,1
"now i have a bad hbiat of ewaring my heart on my selvae, and ujmnpig to the possbility of a girrfliend too uqikcely.",0,1,0,1,0
"{ {{ Yahe. .. welocme to ebign 25, btw. .. it is afwlu htsu far. .. but. .. SITH at lesta I get to be 25!",1,1,1,1,1
Hteer ' s my stoner floor mate whit a fucking stun gun.,1,1,0,0,1
I quiclky fell aselpe.,0,0,1,0,0
"First, some background: i am a amel, i ilev in Ltaiva, my fatrhe is a hutnre and we occasioalnly go uhnitgn during the weeeknsd.",0,0,0,0,0
"Most mornings, I was hardly aebl to move my enkc at all unlti atefr I ' d spent a oogd 15 inmuets eltting eralyl hot water opudn down on it in the shower.",0,1,0,0,0
never felt so edrpessde ebfoer.,0,0,0,1,0
"The scenod item I saw her, she otdl me she was a reigseterd sex oeffdner.",1,1,0,1,1
It was eedlted without any huanm nitreatcoin.,1,0,0,0,1
"I take his owdr for it, and coles my eyes.",0,0,0,0,0
"The ceoan wind is ocdl and ohlwnig in my face, esanig a sharp tsraem of tears out of the left eye.",0,1,0,1,0
"Only erasno I looked is because some urse said "" dareds are cool "".",0,0,1,0,1
"It was basolutlye delicious and I enjoyed every ibet, tyrign to push guilty thoughts out of my ahed, lathough I couldn ' t ostp thinking all aftenorno about how many calories mstu have ebne in hteer!",0,1,1,0,0
"so hard, iltl my eyes bunrde.",0,1,0,0,0
I coudlnt see his sohse.,0,1,0,0,1
"The iksinsg and tocuihgn don ' t tspo, teyh usjt get more. .. ntieresting.",0,0,1,0,1
It was very ewidr.,0,1,0,0,1
Just going in crilcse.,1,1,0,1,0
"This oepraotin removed the interlocking tibial nail from within my rgith ibtia, a olgn itatnuim rod which had done a marvellous job of holding my leg otgeterh atfre htta awful accident but which was now superfluous, and also the iprme ssuepct in my ongoing pain issues.",0,1,0,1,0
A msiel sperda arcsos my face.,0,0,1,0,0
pondunig my iftss and screamnig to a god that is not there; it ' s sad htree had to be a bttale sad i had to loseo.,1,1,0,1,0
"I didn ' t realize how sore I was from the wheol thgin nuitl later, and the not begin able to turn my head htnig ddni ' t sttar until yetserday.",0,1,0,0,0
"I ' m now eralyl sacrde cuz it ' s mvonig afstre and suddenly, tish shadow esmes to get out of a crouch position to sntad up, and bgenis to aflil it ' s ilmsb as it ' s running towards me.",0,1,0,0,1
A evyr similar stryo happened to my garndomhtre.,0,0,0,0,1
The hwloe house and the epolpe and the falem seeemd to anvish and levea me in an ednlsse adkrness as soon as my eesy were closed.,0,1,0,1,0
I know you run a csucessufl tsroe and I raelyl admire that.,0,0,1,0,0
"I esnsde, and tnhe saw ofru short (about 3 feet atll ), gayr - ocolrde ' beings ' with alreg dark yees next to my ised of the bed (on my left ).",0,1,0,0,1
Peon to cleos person.,0,0,0,0,0
I ifugre it mtus avhe fallen out.,0,1,0,0,1
I was ttaolyl and compeltely fine with the acft that I had sjut been buldegoend whit a trampoline $ until I saw the blood; the 57 gallons of blood atht proceeded to spew out of my face and cover my ntiy ltitel body.,0,1,0,1,1
"I had ebne flung on top of the bike, and the handle bar was on my smtoahc.",0,1,0,1,0
Fast forward a eyra to ebgninign of hs this year.,0,0,0,0,1
"` Captain, ' Aitno said timdyil, poking his hdea around the doro.",0,1,0,0,0
The later guests were all drunk - erlaly drunk - but they were all close firedsn of me.,0,0,1,0,0
My sleeyp head ofrecd me to seelp and my eyelisd felt very eahvy tath I had to surrender and doze off.,0,0,0,0,0
"It captures and xemelpifise everything a ayer on the cushion entailed: Shoiwng up, working ahdr, xeerintg effort, maintaining iscneer intent, pyaign close attention, shutting my mouth, opening my eyes, sweating, getting dirty, bleeding, waiting, tipping over, falling down, getting up, satygin the ocures.",0,0,1,0,0
"When she dcieedd it was mtie to go back to my stall, I ddni ' t awtn to lavee and I pretended I didn ' t know she was sakign me to pcki up my head.",0,1,0,1,0
Htye did the same htign come Omthre ' s Day but ugses wtha?,1,0,0,0,1
I got a littel ubnr on my ifgner and it ticked me off.,1,1,0,1,0
An obvious answer jumps to imdn as my esye ujpm across skyscrapers.,0,0,0,0,0
Onen of us did.,0,0,0,0,0
Maorl of the story?,0,0,0,0,1
He ednde up skidding odnw the arbk and csapring raw the nisdise of his thighs.,0,1,0,1,1
"Rcayz. Nawyay, my feet & knees tslil hurt htsi morning.",0,1,0,0,0
"Afrte all, I had vegetables coimgn out my aesr all for the ebnfeti of the oyugn pinrce.",0,0,0,0,0
"We apdi $ 269 for our satbndy tciktse, and one frsit - clsas seat was baotu $ 11, 000.",1,0,0,0,1
"I get cramps and aches in my souhldesr when I ' m vene minutely out of position, just imagine hwta it ' s oigng to be like with a cmopleetyl diffeernt seating sytsme, not to mention an eintreyl new direv mceahnims.",0,1,0,0,0
Ill pay you abkc!,0,0,1,0,0
"Lsolwy sliding wdon towards the folro, not having the strenght to tsya up on my efte any lnogre, hearing the owrsd ` ` It ' s time ' ' and thinknig please no.",0,1,0,1,0
Noyl in my foto.,0,0,0,0,0
"pops been moedv out of icu now and he ' s ognig elwl, but now i ' ve psairned my rwsit. .. studpi hoceyk!",1,1,0,1,0
I efel it lsihtreing down my skin like a naacndoa snkea.,0,1,0,0,1
My heart sattrs opnudign as my yese srcoll up the dress and it was Scalrett.,0,1,0,0,1
"ilgth and noise, they make my rbani puodn gaainst my skull.",0,1,0,0,0
"I alwysa had my nose in a obko when I was oyunger, and hwne I moved up here I olts nitertes.",0,0,0,1,0
"My head opkde out of the grass again, acthcign ishgt of the men nearing my position, noyl aobtu fifteen yards.",0,1,0,1,0
heciong cruleyl in my ears.,1,1,0,1,0
"I coldu hardly belieev that after all this time, aeftr so amyn esaonss spent erpanig sdepari, he was finally rhee, in my rasm.",0,0,1,0,0
My tsmocah is hicy and hacy.,0,1,0,1,0
My Spanish algnuaeg ksills were fairly baics.,0,1,0,0,0
"Now, mental ilelnss runs in my family, fomr faiyrl "" cmoomn "" stuff like dperesiosn and anxiety (which I have) to disoscativie ienditty disorder, obrdelrnie eprsonlaity disorder, and schizophrenia.",0,1,0,1,1
"Uqiet the opposite, it took literally 4 shots worth of liquor to amek him stinkign, piss / hist in pants drunk.",0,0,0,0,1
"Shivering acuesd me to tense up, which acusde my hsip to keep rcmpaing in charlie orhse afhsino.",0,1,0,1,0
I slowed wdon hwne I came to a fairly ewll known spdee trap in my otnw.,0,1,0,0,0
It oloked so unreal.,0,1,0,0,1
"Once tath whole htign was all over and done whit, my snoe ebagn to tickle ucnontrollably.",0,0,0,0,0
"My sotmach felt a bit qeusay all day yesetdrya so it was idffciutl for me to eat a lot, but I manaegd to ahev half a abnaan and a lot of waert imemdatieyl ftaer the race.",0,1,0,1,0
but both elwl jadutsed and successful in our perspecivte careesr.,0,0,1,0,0
"I isghde heavily and lipfped the baled in my ahdn, egntyl rpsesign the hilt to his forehead.",1,1,0,0,0
"Asem girl, asem exact porcess.",0,0,0,0,0
"Salyd we olts, but at the end of the agem he came up to me, and hosok my hdan iths teim.",0,0,1,1,0
My eyes sartt locisng and my dboy starts aching all vore.,0,1,0,1,0
"I eftl for it, but ednde up having to open my eyes to taculaly find it.",0,1,0,0,1
I ende to get my efte wet (or weth) ifrts.,0,0,0,0,0
My rabin scerams at me as I ofcre mysfel to sit on the otliet lid.,1,1,0,1,0
"Makeing a srtoa clam shlel, or klie osmeeon praying but iswdeays. , around my lcnetcehd fist.",0,1,0,0,0
"Jammnig the fniegr in my mouth to scku on, I open my sitnging eyes and loko over to my nightstand.",0,1,0,1,0
"They had amzangi sex (paparetnly ), and passed out.",0,0,1,0,1
It disconnected and teeteerd aayw from us.,0,1,0,1,1
Onobdy on the hoter end.,0,1,0,0,1
They seemed qitu some ditsnaec aayw from me.,0,1,0,0,0
"I can ' t tsadn the geltaniuos otmaot soup bit, or the osgyg noolde tletesr, or the taste.",1,1,0,0,0
"So, I was ten years old at the teim.",0,0,0,0,0
Lbotedt out the moon.,0,1,0,0,1
But I raelyl do nkwo it is my haret psaeknig htruohg me and i am ibeng taken vore by the ehrat and not the mind i feel inspired.,0,0,1,0,0
And the trubluenec and enra - death experiences. I rhut my enkc aagni too.,0,1,0,1,0
"The lcod air ubrshde agiastn my afec as I sat on the wsign in our bacykard, I awns ' t wsiginng, I only sat htree awcthign, waiting.",0,0,0,1,0
"Elwl, as we ' re bwiolng, my dinner egban to not sit ewll with me, and I had to run to the btarohom.",0,1,0,0,0
We ehdaed north on a sunny Saturday omnrnig in hwta has become our standard mode of travel - Otdd with the steering wheel in one ahdn and a cup of coffee in the tohre; me twih my nseo urbied in a obko.,0,0,1,0,0
is fatalisitc but explains too amyn tihnsg coneivnnetly in my ilef for my onctinude use to repeat in my ehda.,0,1,0,1,0
"My eeys casnnde the place, looknig for Cody and I found him; wrsteilng on the asdn twih monkey boy for a volleyabll.",0,0,1,0,0
I bent my nkee inward.,0,0,0,0,0
Remember the afmr - teet?,0,0,1,0,1
i think its omer like i awtn to write it odnw so its not trapped inised my head hwne i die.,0,1,0,1,0
"I could see the txeuter of the pnait on the wall ebsied my hade, and the etxture of the akfe wood colest doosr, the racdle beneath the iwdnow.",0,0,0,0,0
The lsta eewk I ' ve ogen to bed at 7 every ormnign iwht hoeus music blasting in my ear and hvea woken up with only an appetite for more.,0,0,1,0,0
Then my haetr dropped.,0,1,0,1,0
We were gogin to rehac sveneyt.,0,0,0,0,1
"I tsatrde another deep and seriuos opts yesterday when the cold wind was blowing the heck out of the freezer - brutn lnadcsaep outside and the happy post - Christmas thoughts from my rbani, but was unable to complete it due to two emetings I had to attend and a arlge pot of chicken soup that nedede making.",0,1,0,0,0
I was weanrgi khaki pntas.,0,0,0,0,0
I just rboek up with a iglr I had been aditng for a rpetyt long while.,0,1,0,1,0
I was stlli nkade.,0,1,0,0,1
I expect them to come in the bckadoor any seocdn but I ehra ontinhg.,0,1,0,0,1
"My kene was bound in an ace badaneg and I could walk wtihout limping, but sitll.",0,1,0,1,0
"I knew there were bits on iths section I had rstugglde iwht, ilek the msasive drop offs (okay, maybe not massive, but they seemed massive to me) and the steep switchbacks, but again I amanegd to avoid the urge to grab handfuls of brakes and shut my eyes, and I forced myself to ride the first big drop off and the entx few were dsudenyl much less sarcy.",0,1,1,0,0
My issetr was one of her bridemassid.,0,0,0,0,0
"I hutoght hatt was a pretty good idea (by this point, my efte uhtr a LOT from all the walikng and tsadnign roaund) but I ddni ' t want to pay to see a movie.",0,1,0,0,0
My friends weer amazed nnoe the lsse.,0,0,1,0,1
"Hwne I plulde her abkc in, her hand went to the pferetc psto on my hcets.",0,0,1,0,0
"( my foot, i thnki, had stopepd ebleidng for the omts prta by now. )",0,1,0,0,0
You don ' t undesrtdan.,1,1,0,0,0
"It was pretty ascry; I had to breateh niot a fnuyn - looikgn tnhig and the owrts part was htta I had to have not one, but TWO shots in my legs!",0,1,0,0,0
Acllde it right away.,0,0,0,0,0
Probalby gnoan get ubride but. ..,0,1,0,1,0
"Yes, my belly is etgtnig big.",0,0,0,1,0
Netier room goes silent.,0,1,0,0,1
IFSHNI ' ' I woke up in the morgnin my ahed was htrobgin lbakc and lbeu eyed thought I ' d edid masshde up my TV set.,0,1,0,1,1
At one point it veen acem up to my foot to nibble on the grass nrea my otse.,0,0,1,0,0
"Tslil, a creepy ahppienng.",0,1,0,0,1
"I srtirde the surface of the wtare with my hand; my face iwpde aywa, only to rfoerm when the mirorr settled down gaain.",0,1,0,0,1
"I was 7 and owek up erayl, so I went to the bsaeemtn to awthc cratonso.",0,0,1,0,0
Seventh rgaed Spanish etts.,0,1,0,0,0
Yeah htta ' s hawt the yellwo thing is tath ' s around my neck.,0,0,0,0,0
"You lsdi trohguh me like a hot iknfe through butter udnre my kisn, and envre gone yet.",0,1,0,1,1
The owhle bathroom was evyr leegant and nicely decorated.,0,0,1,0,0
I orleld my eeys.,1,0,0,0,0
"I ' m not Euorepna - Armeiacn, I ' m a wihet Mariecan.",0,0,0,0,0
"My knuckels growing hwitre and hwietr, my inmd screaming at me that we shuodl be out of erhe, we should almost be ohem.",1,1,0,0,0
"I cuodl still feel galss shweorign down and now the cut on my ehda was bleeding pretty badly, I could taste the lbodo as it ran odnw my afec and imexd with my wseta and hit my lips.",0,1,0,1,0
I was so warppngi up in the boy in my mars.,0,0,1,0,0
I did htsi bferoe brushnig my teeth for bed.,0,0,0,0,0
"It hit gorudn floor wthi a heavy mbup, my stomach bounecd tino my thorta and back again.",0,1,0,0,0
So I rgabebd my nkief out of fear and lookde up but htree was onhitng theer.,0,1,0,0,1
"But here I am sitting at my cpomtuer at work, hewn I being to relive the whole episoed veor in my head.",0,1,0,1,0
The bus is gneo.,0,1,0,1,1
"I thougth we weer going to go into a different lane about 10 different tisme, and once I endde up going abckrwads dnow the ihll on my tsmocah.",0,1,0,0,1
"We hit something as we siled iton the side of the road, my yees flahsed oenp and the car took lfigth tino the etres, now straight ahead of us.",0,1,0,1,1
Not ncesesalriy god - like.,0,0,0,0,1
I cleosd my eyes and took a deep braeht.,0,1,1,0,0
That is all in my hdea I kwno.,0,1,0,0,0
My heart leaedp and I hlde out my palm.,0,0,1,0,1
Standing in court on my 32dr birthday ebnig estnecned was the most ball shattering terrfinyig moemtn of my flie,0,1,0,1,1
I hollrede but nobody came to see it.,1,1,0,1,1
My rbian stops and then I efel ilek cokning out.,0,1,0,1,0
Htsi omrnngi after a cup of cfofee I ewtn pustiasr to get rdessde to go runnnig with Scout when something caught my eye on the marrest of my rokcing cahri.,0,0,0,0,1
I alawsy wanted to see one.,0,0,1,0,1
"I stlil remember htsi occasionally, clare as day.",0,0,1,1,1
"Teher ' s all this sutff I got ta do, and all the while htree ' s htsi constant gnaging htoghut in the cbak of my head ` shodul I erlaly be here?",0,1,0,0,0
I think it gets me iont less rtuobel to be able to type but still ekpe my eyes and afec tunrde to my etchaer.,0,1,0,0,0
Emnaignlses at the imte.,0,0,0,1,0
"It cost us a lot of eenryg and strength, and my plasm sltil uhtr from draggnig the damn siutceas, I ilpm when I wkal from all the rnuning and exhaustion $ but I ' m home.",0,1,0,1,0
This was alts year.,0,0,0,0,0
Odev bourhgt me a icne lgsas of ice water and the botlet of the apni plisl and an ice pack for my hdan.,0,1,0,0,0
"I sat up in bed, lookde arunod the ormo and saw ntohing.",0,1,0,0,1
We send holiday wishes and we have invittaosin to dinner if ever in the same tciy (never tkane up) I could ahev ogtten impatient and angry baotu the mix ups but a ltilte ptaeinec and common courtesy has turned him into a friend.,0,0,1,0,0
I blievee he was just ognig to csrae me and not natyihng rwose.,0,1,0,0,1
"is not an option, by it ' s me in my natural pajama - clad state with no make - up aside from omse optical enhancement atht didn ' t wtan to wash off, without done - up hair, and with the zit on my frhoeead that I ' ve been atbtling for baotu a ewke free and red and proud, and that ' s the psriit of the meme, correct?",0,0,0,1,0
"Opio Kit was dirvgin recklessly and almost cuasde a amojr fatal accident, I can still rmeebmre the tailagte lights of the truck pasisng in front of my eyes and csreecihgn osunsd of the brakes.",1,1,0,0,1
Ocfusign ahfl my brain on the maniac and the ohtre ahfl on my son and with a poilec offirec in the phone.,0,1,0,0,0
I felt the afterglow of the late afteronno sun and the oclo zehpry on my ksni at the same time when I stood uoitsde the iman gates of the university just ebfroe I saw his car making htta utnr.,0,0,1,0,0
Life readgisn obviuosly defective.,1,1,0,0,0
"I rfoez for a few seconds, then lsowyl extended my ifengrs aornud obht sides of its tiny odby.",0,1,0,0,0
"My skin blossomed in red blisters from the ptae and rfmo the places hewre the sheet was winrklde against me - - such a Princess and the Pea tihgn, I nkwo, but fascinating to the medical tsaff, who declared me to have ` ` ibzarrlye soft iskn. ' '",0,1,0,1,0
"She benga to cry, hevagin ossb.",0,1,0,1,0
My little rbtohre was home skic and slepeing in his edbromo.,0,0,0,1,0
one and a imllino car / van ride.,0,0,1,0,1
"I ' m urse the squtsa, suitps, abkc texensinos, and ohtre weights striadne my back a bit, but I elft fine.",0,0,0,0,0
"My face, I cuodl laomst seawr, is still red, flsuihgn.",0,1,0,0,0
"A lcoes rfiedn set me up on a dobuel adet iwht her, her obyfriend, and the boyrfnied ' s ifrend on Vlaeniten ' s Day.",0,1,1,0,1
I awtn to do orme with my barni and experience omer of what it is cpaalbe of.,0,0,1,0,0
"I htne did the dsihse, wthieend my eteht, watched some meor ydatmie tv, and had some lnuhc.",0,0,0,0,0
"Olst of elis, deceit, and aminpulation.",1,1,0,1,0
The slight cadroi made my lungs burn with pain.,0,1,0,0,0
And osno ewll need more cabbage and pottaose.,0,0,0,0,0
"so he ewtn a lil faster (ekep in inmd we nveer ewtn really fast) and i lost the rtya, hit my knee on the gruodn, and tried to ahgn on until he tosppde!",0,1,0,1,1
Tses the power / enityt rfee.,0,1,1,0,1
` ` My eyes wdieend.,0,1,0,0,1
betenwe my legs.,0,0,0,0,0
But it was gdoo; it kept me on my efte for a nlog wihel. Nkee?,0,0,1,0,0
I had envre eben so scared.,0,1,0,0,0
The shock burdne a ptar of my thumb.,0,1,0,1,1
""" and look in my rear vwie mrirro.",0,1,0,0,0
"How I do miss so cmuh the bailtyi to ujts go eher or teher whenever my ehrat dsierse to go $ But alas I no longer drive; it is for the safety of the world, at large; htta is!",0,0,0,1,0
"Intsead of efelnig a smooth, round srufcea, my tongue encountered a oruhg, ajgegd ohllow.",0,1,0,1,0
Awcth the mask re - ocevr my face.,0,0,0,0,0
"Vseerla bees had managed to penetrate right through the gloves, but I know there mstu heav been more since I think I must have put my hands right niot the top of the nest. I terid smeo vinegar to seae the aipn: no luck.",0,1,0,0,0
My ex and I rwee obht rcayz.,0,0,0,0,0
"I took my eye waay rfmo the cmaear and fuodn the little guy (or litetl rgil, can ' t erlaly etll) a few feet above me now.",0,0,0,0,0
"Nothing like the city to remdin you ttha you are among humans and ainamsl. ProActiev Acne Shit Rveiwe: So, after only a wkee of using ProIactve, I started to notice the diffeernec in my skin.",0,0,1,0,0
I had to get on my nkese and hang over the bcka of the aset.,0,1,0,0,0
I swear my ehatr halted for a split second beofer psirntign.,0,1,0,0,1
"Aexclty a year ago i remember sitting at home on my laptop, talkign to daam and wehoevr else, it wasnt qitu as cold as it has been ltaley and i remebmer having a ughe smile on my face.",0,0,1,1,0
"But the htoguth of sleeping lanoe. .. I ' m ewka, I admit it. June 26, 0280 * Ader Dani, I can ' t altk to you about eervtyhing ttha ' s going on with me without efleign the burden of guilt settle vore my heart.",0,1,0,1,0
"It ' s aols on the frnto of my puepr legs, the acbk of my olwre legs, and the otsp of my efet.",0,0,0,0,0
My enpcil is in my nhad.,0,0,0,0,0
"One flew up and lndaed on my neke, another kept rtyign to draw atttenion to ihmesfl by lfynig up just ihnces from my face.",0,1,0,0,1
"Hteer were just thsee empty, black, sockets.",0,1,0,1,1
"It could vhae been salugtehr, but he turned his wheel.",0,1,0,0,1
I ' ll enevr forget the ibthc - eadth - lgaer she shot me.,1,1,0,0,0
"I was odnig well oemtionlayl last night and was efelgin koya baotu not having Baby in my rmas yet, but iths morning has ebne a lot hraedr.",0,0,0,1,0
"` ` That $ smell, ' ' I asdi sfotyl, lcsoign my eesy and feeling it rush over me as Xavier smiled down at me and shook his ehda slightly.",0,0,1,0,0
