text,Anger,Fear,Joy,Sadness,Surprise
"`` I zip up the tote back quickly, throw it onto my shoulder and grab up the other, larger bag.",0,0,1,0,0
I immediately realized what had happened and tried to cover it up by gasping.,0,1,0,0,1
Scary going up but terrifying going down into awful LA traffic.,0,1,0,0,0
Just helping a kid.,0,0,1,0,0
"It is a huge property with an 1850's settlement house, large interpretive/nature center, replica native american village, and about 100 acres of old growth oak forrest with hiking trails.",0,0,1,0,1
"I cried my eyes out in fifth period, much to Carnell and Natasha's displeasure.",0,0,0,1,0
eventually i fell asleep on the floor of her closet.,0,1,0,1,0
Yea I'm with you there man.,0,0,1,0,0
"I don't know what it is about my mouth, but it holds onto colour for AGES.",0,0,1,0,0
"As we were winding our way up the steep hill leading to the cemetery, out of the corner of my eye, I caught a glimpse of a bird coming right at my car, a bird with a HUGE wing-span.",0,1,0,0,1
"Made sense, they removed all identifiable information.",0,0,0,0,1
That's messed up.,1,0,0,0,1
"""That's were those people went missing"".",0,1,0,1,1
"No sidewalk, just a simple two way, single lane street with crazy traffic going either direction.",0,1,0,0,0
"I didn't notice either that I was still sitting on the floor, the rug pattern branded on my knees.",0,0,0,1,0
"My nose was mashed against my face, I was in complete darkness, and the only way to breathe was the oxygen coming in through that tiny eyelet at my mouth.",0,1,0,1,0
"I was eating and drinking well, my legs felt fresh, and other than a twinge in my achilles tendon, I felt on the ball.",0,0,1,0,0
"Creepy place, never been a fan.",0,1,0,0,0
"After the humiliation and my husband laughing uncontrollably at me, my nails remained perfectly intact.",1,0,0,1,0
"As I jogged down the street, I noticed that the snow was blowing straight into my eyes.",0,1,0,0,1
"Me nude on facebook, already two comments.",0,1,0,0,1
It broke my heart and nearly ruined me.,0,1,0,1,0
"I whimpered, and my heels started pounding against the hardwood floor.",0,1,0,0,0
"We were both interested in astronomy, so we'd often just sit on a bench, and literally stare into space.",0,0,1,0,0
"Can't beat OP, but my life is the epitome of awkward.",0,1,1,1,0
Not worth the risk.,0,1,0,1,0
"""   best friends ever since",0,0,1,0,0
"In my head, I was like... this is shit!",1,1,0,0,0
I did most of the skills ok but when I had to remove my mask I paniced and couldnt breathe properly and the instructor had to pinch my nose to help me!,0,1,0,0,0
It reminds me of the pain I always felt with the pain in my back.,0,1,0,1,0
"I did manage to remember to hang out the washing, but only because the annoying beeping sound the washer makes when its finished a cycle finally filtered into my brain and started to irritate me enough that I couldn't ignore it any longer.",1,1,0,0,0
"Ah, to close my eyes and let time fly by, Because there's so much to gain By forgetting these dreams driving me insane.",0,1,0,1,0
I bawled my eyes out when Wait.,0,0,0,1,0
"It was damp, dark, and dirty.",0,1,0,0,0
I can never forget it.,0,1,0,1,0
"I live completely alone, and as I pull the popcorn out of the pantry, I hear an ominously distinct ""SSSSHHHH"" sound.",0,1,0,0,1
"Sometimes, the journey there is just as important.",0,0,1,0,0
under my skin the itch is unscratched.,0,1,0,0,0
"She laughs, because she's so very nervous.",0,1,1,0,0
He looked completely lost.,0,1,0,1,0
"' To be honest I don't know why I set out into the dark, yesterday's letter clutched in my palm.",0,1,0,0,0
I pushed those thoughts out of my head and told myself I was being paranoid.,0,1,0,0,0
"It expresses what I feel in my soul, what I hear in my head, and what I see when I shut my eyes in silence.",0,0,1,0,0
i've got the tug happening in my chest.,0,1,0,0,0
""" staring dead at my ex.",1,1,0,1,0
We stop dead in our tracks.,0,1,0,0,1
"It worked, I was scared shitless for the rest of the visit.",0,1,0,0,0
40 minutes of genuinely thinking it's quite possible I may never leave those woods.,0,1,0,1,0
You can tell he puts *a lot* of time into it.,0,0,1,0,0
You know what happens when I get one of these stupid ideas in my head.,1,1,0,0,0
"Oh my god, okay.",0,1,1,0,1
Eight inches here Nine inches there My feet in the snow.,0,1,0,0,0
"{{{Yeah...welcome to being 25, btw...it is awful thus far...but...SHIT at least I get to be 25!",1,1,1,1,1
The object was shaped funny and broken at an odd fracture.,0,1,0,0,1
I quickly fell asleep.,0,0,1,0,0
"Sad, and creepy huh?",0,1,0,1,1
Either way I was scared for my life that day...,0,1,0,0,0
"i basically have two perceptions of myself, one is that im too sensitive, and the other is that i do nt care enough and that im a narcissist, i debate which one is right in my head and its a daily struggle to figure it out cuz what i decide for that day decides how im gon na act the rest of the day.",1,1,0,1,0
"The second time I saw her, she told me she was a registered sex offender.",1,1,0,1,1
It was deleted without any human interaction.,1,0,0,0,1
"Only reason I looked is because some user said ""dreads are cool"".",0,0,1,0,1
I couldnt see his shoes.,0,1,0,0,1
"The kissing and touching don't stop, they just get more... interesting.",0,0,1,0,1
Just going in circles.,1,1,0,1,0
"Ok, I'll tell you something which is both very creepy and very, very real.",0,1,0,0,1
"After dragging myself through all of those sets, my stomach being upset, and my body feeling entirely fatigued $ the LAST thing I wanted to do was hop on the treadmill for some incline walking.",0,1,0,1,0
A smile spread across my face.,0,0,1,0,0
"The two proceeded to grab my body, one at the knees and the other at my shoulders.",0,1,0,0,0
Luckily the security guard is cool with me and let me stay.,0,0,1,0,0
"The dog barked more, whimpered and whined.",0,1,0,1,0
"I'm now really scared cuz it's moving faster and suddenly, this shadow seems to get out of a crouch position to stand up, and begins to flail it's limbs as it's running towards me.",0,1,0,0,1
A very similar story happened to my grandmother.,0,0,0,0,1
The whole house and the people and the flame seemed to vanish and leave me in an endless darkness as soon as my eyes were closed.,0,1,0,1,0
"Once we got them all back into the room, one little girl ( the youngest of this group ) roughly pushed a little boy who was standing near me ( I was sitting with my legs blocking the doorway ) into the door jamb in her attempt to get out.",0,1,0,0,1
"It constantly snarled in the fine hairs on the back of my neck and left red marks on my temples when it snapped, sending the steel tips of the rubber band into my face.",1,1,0,0,1
(It was pretty bad).,0,1,0,1,0
"I had been flung on top of the bike, and the handle bar was on my stomach.",0,1,0,1,0
Fast forward a year to beginning of hs this year .,0,0,0,0,1
"Oh well, Bride's Day, Bride's Way!",0,0,1,0,0
"` Captain, ' Ianto said timidly, poking his head around the door.",0,1,0,0,0
"My latest conquest, so proud they'd be.",0,0,1,0,0
"When she decided it was time to go back to my stall, I didn't want to leave and I pretended I didn't know she was asking me to pick up my head.",0,1,0,1,0
"But in searching for some other sound to train my ears on, I realized there was no sound coming from Grandma.",0,1,0,0,1
One time in high school my friends and I had a dance party in someones basement.,0,0,1,0,0
I got a little burn on my finger and it ticked me off.,1,1,0,1,0
"Crazy.Anyway, my feet & knees still hurt this morning.",0,1,0,0,0
"I lurched to my feet and began walking across the street with a painful measured stride, not daring to look behind me.",0,1,0,0,0
"It looked like there was a golfball on the side of my knee... a purple, blueish golfball.",0,1,0,1,0
"Clearly, I need to get back on some technical trails and regain my footing there: ) My ankles have been spoiled on the easy pavement this winter!",0,0,1,0,0
"pops been moved out of icu now and he's going well, but now i've sprained my wrist... stupid hockey!",1,1,0,1,0
My heart starts pounding as my eyes scroll up the dress and it was Scarlett.,0,1,0,0,1
"light and noise, they make my brain pound against my skull.",0,1,0,0,0
"I always had my nose in a book when I was younger, and when I moved up here I lost interest.",0,0,0,1,0
"i hope whatever i did do today, the two paper 2s adn the reading of the ntoes adn the definitaions i recited, stick in my head and i do nt forget anything: ( sigh.",0,1,0,1,0
echoing cruelly in my ears.,1,1,0,1,0
They ended up suspending girls as well.,1,0,0,0,0
That one was probably the weirdest.,0,0,0,0,1
"Vomit lots, and lots.",0,1,0,0,0
My heart beat so fast when the beautiful man give Yunho a peck on his left cheek.,0,1,1,0,0
But regardless of that... I know something is wrong in my head.,0,1,0,1,0
I was staying at a supposedly haunted hotel with some friends.,0,1,0,0,1
My stomach is ichy and achy.,0,1,0,1,0
There were many police there and interviewing the mom.,0,1,0,1,0
"Quite the opposite, it took literally 4 shots worth of liquor to make him stinking, piss/shit in pants drunk.",0,0,0,0,1
I slowed down when I came to a fairly well known speed trap in my town.,0,1,0,0,0
"My eyes were open, but I couldn't see in any colors.",0,1,0,1,0
"My stomach felt a bit queasy all day yesterday so it was difficult for me to eat a lot, but I managed to have half a banana and a lot of water immediately after the race.",0,1,0,1,0
"I'd just started a new character on a different world than I usually play on, then this guy wants to join my party...",0,1,1,0,1
but both well adjusted and successful in our perspective careers.,0,0,1,0,0
"I sighed heavily and flipped the blade in my hand, gently pressing the hilt to his forehead.",1,1,0,0,0
"Sadly we lost, but at the end of the game he came up to me, and shook my hand this time.",0,0,1,1,0
My eyes start closing and my body starts aching all over.,0,1,0,1,0
My ankles and front of shins felt stiff.,0,1,0,0,0
"I freaked out and, eyes still closed, went back to bed.",0,1,0,0,1
My brain screams at me as I force myself to sit on the toilet lid.,1,1,0,1,0
"Jamming the finger in my mouth to suck on, I open my stinging eyes and look over to my nightstand.",0,1,0,1,0
"They had amazing sex (apparently), and passed out.",0,0,1,0,1
"As I walked in the door she came around the corner, squealing with delight and ran into my arms!",0,0,1,0,1
It disconnected and teetered away from us.,0,1,0,1,1
I caught a quite a few rip-able one and was really relishing the new board under my feet.,0,0,1,0,0
I have a friend whose husband died last year.,0,0,0,1,0
The person becomes extremely powerful,0,1,0,0,1
They seemed quit some distance away from me.,0,1,0,0,0
Blotted out the moon.,0,1,0,0,1
So I spent most of lunch at the college trying very hard to concentrate on my botany book and not stare at people with a vacant expression on my face.,0,1,0,0,0
And the turbulence and near-death experiences.I hurt my neck again too.,0,1,0,1,0
We headed north on a sunny Saturday morning in what has become our standard mode of travel-Todd with the steering wheel in one hand and a cup of coffee in the other; me with my nose buried in a book.,0,0,1,0,0
is fatalistic but explains too many things conveniently in my life for my continued use to repeat in my head.,0,1,0,1,0
"My eyes scanned the place, looking for Cody and I found him; wrestling on the sand with monkey boy for a volleyball.",0,0,1,0,0
"And without even stopping to think about it, I tuck one of those boxes under my arm and go back to the living room.",0,0,1,0,0
Until then I'm just a ghost in the shadows... A very odd ghost that knows her throwaway,0,1,0,1,1
"Was a routine trip, 11 miles to RWC motoring and into a southerly wind, more wind than we saw during race time and with the sun straight in my eyes most of the way down.",0,1,0,0,0
Then my heart dropped.,0,1,0,1,0
We were going to reach seventy.,0,0,0,0,1
He was my dad.,0,0,0,1,0
Like I found a way to escape gravity and moved about my bedroom as though I was on the ISS or something; thrilling at my new found ability.,0,0,1,0,1
They kept me at the hospital for 24 hours-and suggested I try to stay off my feet as much as possible.,0,1,0,1,0
I expect them to come in the backdoor any second but I hear nothing.,0,1,0,0,1
"My knee was bound in an ace bandage and I could walk without limping, but still.",0,1,0,1,0
I know that feel.,0,0,1,1,0
i do nt know how many times i put my hand in fire till i relized it burns.,0,1,0,0,0
My sister was one of her bridesmaids.,0,0,0,0,0
Not normal light but a spot of light.,0,1,0,0,1
I wanted to strip the life from my legs.,1,1,0,1,0
"When I pulled her back in, her hand went to the perfect spot on my chest.",0,0,1,0,0
"( my foot, i think, had stopped bleeding for the most part by now. )",0,1,0,0,0
You don't understand.,1,1,0,0,0
"It was pretty scary; I had to breathe into a funny-looking thing and the worst part was that I had to have not one, but TWO shots in my legs!",0,1,0,0,0
Called it right away.,0,0,0,0,0
Probably gonna get buried but...,0,1,0,1,0
I did nt notice it until it crawled all over my hand like a maniac.,0,1,0,0,1
At one point it even came up to my foot to nibble on the grass near my toes.,0,0,1,0,0
"Still, a creepy happening.",0,1,0,0,1
"I stirred the surface of the water with my hand; my face wiped away, only to reform when the mirror settled down again.",0,1,0,0,1
I said thank you and thought nothing of it.,0,0,1,0,0
Seventh grade Spanish test.,0,1,0,0,0
I'm lost in my own little world.,0,1,0,1,0
"You slid through me like a hot knife through butter under my skin, and never gone yet.",0,1,0,1,1
The whole bathroom was very elegant and nicely decorated.,0,0,1,0,0
"I'm not European-American, I'm a white American.",0,0,0,0,0
"I could still feel glass showering down and now the cut on my head was bleeding pretty badly, I could taste the blood as it ran down my face and mixed with my sweat and hit my lips.",0,1,0,1,0
I was so wrapping up in the boy in my arms.,0,0,1,0,0
But one criminal shoot from gun to my hand.,1,1,0,0,0
"It hit ground floor with a heavy bump, my stomach bounced into my throat and back again.",0,1,0,0,0
And I can't breath through my nose.,0,1,0,0,0
"Tears started to stroll down my cheeks, as I threw my face into my hands.",0,1,0,1,0
This guy was interested in me.,0,0,1,0,1
The bus is gone.,0,1,0,1,1
"I had no other option, not with the way my heart started beating erratically at the mention of his name.",0,1,0,0,1
"I thought we were going to go into a different lane about 10 different times, and once I ended up going backwards down the hill on my stomach.",0,1,0,0,1
"and i seriously felt tat my chest HURTS... for the next few months, i really need to give up: 1 ) SHOPPING2 ) MANICURE & PEDICURE3 ) KTV SESSION4 ) CLUBBINGCOS I SIMPLY DUN HAVE BUDGET FOR THE ABOVE!!",0,1,0,1,0
Not necessarily god-like.,0,0,0,0,1
I closed my eyes and took a deep breath.,0,1,1,0,0
Standing in court on my 23rd birthday being sentenced was the most ball shattering terrifying moment of my life,0,1,0,1,1
This morning after a cup of coffee I went upstairs to get dressed to go running with Scout when something caught my eye on the armrest of my rocking chair.,0,0,0,0,1
I always wanted to see one.,0,0,1,0,1
"There's all this stuff I got ta do, and all the while there's this constant nagging thought in the back of my head ` should I really be here?",0,1,0,0,0
"I jumped up frantically ( the receptionist cast an odd glance toward me, and some net users stared ) and looked at my hands.",0,1,0,0,0
Everyone watched me dance on the stage But for some reason they couldn't see past the scars From my arms to my stomach to my legs I didn't realize that everyone knew what I was doing.,0,1,0,1,0
Meaningless at the time.,0,0,0,1,0
"As I turned to walk out of the alley, a pair of brass knuckles crushed into the side of my face.",1,1,0,0,1
Dove brought me a nice glass of ice water and the bottle of the pain pills and an ice pack for my hand.,0,1,0,0,0
"I sat up in bed, looked around the room and saw nothing.",0,1,0,0,1
We send holiday wishes and we have invitations to dinner if ever in the same city (never taken up)  I could have gotten impatient and angry about the mix ups but a little patience and common courtesy has turned him into a friend.,0,0,1,0,0
I get extreme anxiety from this.,0,1,0,0,0
"A strangely calming breeze crosses my face and shoulders, mysteriously skipping right over my legs.",0,0,1,0,0
"is not an option, by it's me in my natural pajama-clad state with no make-up aside from some optical enhancement that didn't want to wash off, without done-up hair, and with the zit on my forehead that I've been battling for about a week free and red and proud, and that's the spirit of the meme, correct?",0,0,0,1,0
"Pooi Kit was driving recklessly and almost caused a major fatal accident, I can still remember the tailgate lights of the truck passing in front of my eyes and screeching sounds of the brakes.",1,1,0,0,1
"I also thought it was going to like, eat my brains out or something.So anyway.",0,1,0,0,1
"Enthusiastic and filled with hope I entered the voting booth that was so small I had to duck to get in, and hit my head.",0,0,1,0,1
I hope your baby fucking dies.,1,0,0,0,0
Nothing but the dark.,0,1,0,1,0
"I froze for a few seconds, then slowly extended my fingers around both sides of its tiny body.",0,1,0,0,0
Mile 20 my feet were starting to get mad.,0,1,0,0,0
"My skin blossomed in red blisters from the tape and from the places where the sheet was wrinkled against me -- such a Princess and the Pea thing, I know, but fascinating to the medical staff, who declared me to have `` bizarrely soft skin. ''",0,1,0,1,0
Again I was conflicted in my mind because a few days ago he had held my hand and looked at my thumb and I felt nothing---not even one stray tingle.,0,0,0,1,0
I think my eyes shut immediately after my head hit that pillow.,0,0,1,0,0
"She began to cry, heaving sobs.",0,1,0,1,0
It was through a dream that she learned that his last living thoughts were of her.,0,0,1,1,1
Sadly we have yet to act on this brilliant plan.,0,0,0,1,0
"I'm sure the squats, situps, back extensions, and other weights strained my back a bit, but I felt fine.",0,0,0,0,0
The whole store erupted into cheering and applause.,0,0,1,0,1
"My parents kept yelling while I walked into the living room and started watching tv, knife still protruding from my lung.",1,1,0,1,1
"A close friend set me up on a double date with her, her boyfriend, and the boyfriend's friend on Valentine's Day.",0,1,1,0,1
"Teetering for a moment, I caught myself from falling only to fling myself to my knees in the dirt.",0,1,0,0,0
He shook his head and chuckled to himself before leaning down and pressing his forehead to his best friend's.,0,0,1,0,0
And soon well need more cabbage and potatoes.,0,0,0,0,0
I pull my arm away and purchase a ticket for a mystery movie and enter through the back entrance only to realize that the whole theater was crowded.,0,1,0,0,1
between my legs.,0,0,0,0,0
He couldn't get back home in time and decided to stay and sleep on the path.,0,1,0,1,0
I had never been so scared.,0,1,0,0,0
"My arms dip a little from nerves and I swiftly correct them before the instructor, or anyone else for that matter, can comment.",0,1,0,0,0
The shock burned a part of my thumb.,0,1,0,1,1
So the police looked for footprints first.,0,1,0,0,0
"Instead of feeling a smooth, round surface, my tongue encountered a rough, jagged hollow.",0,1,0,1,0
My ex and I were both crazy.,0,0,0,0,0
"I took my eye away from the camera and found the little guy ( or little girl, can't really tell ) a few feet above me now.",0,0,0,0,0
"Nothing like the city to remind you that you are among humans and animals.ProActive Acne Shit Review: So, after only a week of using ProActive, I started to notice the difference in my skin.",0,0,1,0,0
"I pulled it up, still heard the gushing sound, so I turned my head, and the other one stopped immediately.",0,1,0,0,0
I get close enough to see the empty bottle and it starts moving a little.,0,1,0,0,1
I swear my heart halted for a split second before sprinting.,0,1,0,0,1
"But the thought of sleeping alone... I'm weak, I admit it.June 26, 2008 * Dear Dani, I can't talk to you about everything that's going on with me without feeling the burden of guilt settle over my heart.",0,1,0,1,0
"""Do you believe in our lord and savior?",0,1,0,0,0
I used to be a miner.,0,0,0,1,0
"The first one was far enough ahead that it didn't startle me so much.Anyway, for the gruesomely curious, here are some pics of my injuries: My elbow got the worst of it.",1,1,0,1,0
"It could have been slaughter, but he turned his wheel.",0,1,0,0,1
I'll never forget the bitch-death-glare she shot me.,1,1,0,0,0
"I could feel it on my back; cold, wet and aged.",0,1,0,1,0
"`` That $ smell, '' I said softly, closing my eyes and feeling it rush over me as Xavier smiled down at me and shook his head slightly.",0,0,1,0,0
It was one of my most shameful experiences.,0,1,0,1,0
Chapter FourI rolled over in my bunk and yawned stretching my arms above me.,0,0,1,0,0
"It's eyes were on the front of it's head, not the side.",0,0,0,0,1
"I witnessed as the age old rock tradition of holding up lighters spread across the 28,000 person deep crowd... lighting up the entire audience... the hair on my arms started to raise until I noticed that....",0,1,1,0,0
"Sometimes the two colide so well together, my house becomes as much of a mess as my head is and it's emberassing to show.",0,1,0,1,0
( Notice my toes have nail polish on-that was New Year's resolution # 21 $ ) Then Esm decorated the body tracing.,0,0,1,0,0
"But occasionally, my nerves still do get the best of me, and I start to flop around in the breathless panic of a fish pulled out of water and tossed onto the floor to die helplessly.",0,1,0,0,0
"My head throbbed with every word that was spoken and while I had ignored it, it was getting to be too much.",0,1,0,1,0
"I opened the do0r to his bedro0m and saw... Awwww... His whole ro0m was filled with red, pink and white ballo0ns...:] thats my babe tryin to walk through all of the ballo0ns... and i had to sort through all the ballo0ns and lo0k for two ballo0ns with surprises in them Then he gave me roses he made out of M & ms:], you know what i mean ( ( sorry my thumbs retarded ) )",0,1,1,0,1
I silently sneak out to investigate its source......,0,1,0,0,1
When I walked into recovery my heart was pounding.,0,1,0,0,0
"Then suddenly, she heard a strange thump; but looking around saw nothing.",0,1,0,0,1
"I reach down and run my fingers all over the slippery little roundness, feel it lean away and there is no shoulder dystocia, the neck is free and no cord.",0,1,0,0,0
I had to keep my eyes closed for that time.,0,1,0,0,0
"Probably just going to be buried, but at least I can tell this story somewhere.",0,0,0,1,0
My balls hurt so badly that I could barely even walk.,0,1,0,1,0
"I feel my head hurting, and the next thing I know school's over, I'm in the front of it with him and Traci, and he's pointing a finger at me and sort-of-yelling-sort-of-talking, and saying `` You faker! ''",1,1,0,1,1
Maybe I should try to get my hands on some.,0,0,0,0,0
"At this point I am starting to have an anxiety attack, but I keep listening.",0,1,0,0,0
"It's Friday night, I am home in my jammies, watching something stupid on TV with my legs all covered up like a good girl.",0,0,1,0,0
It was so fucking weird.,0,1,0,0,1
He is still serving time in prison for drug trafficking.,1,1,0,1,0
"The whole class turned to look at me and i felt my cheeks flame up a wonderul crimson colour as I tried to bury my head back into my book, i wanted to look back up take one more glimpse at her but I daren't.",0,1,0,1,0
We've been friends ever since then.,0,0,1,0,0
"A couple of years ago, I decided to go with my then girlfriend to my cities biggest music store.",0,0,1,0,0
"I swallowed a piece of meat, it sort of suctioned to the back of my throat.",0,1,0,0,0
And I got sooo tired so quick but I couldn't lay down because my head was spinning.,0,1,0,1,0
"During the long and high vocals at the end, hair stood up on the back of my neck.",0,1,0,0,1
Talk about nerve-racking.,0,1,0,0,0
Rolled my eyes at some of the religious nuts I work with.,1,0,0,0,0
"""Liutenant, we see the black patch.",0,1,0,0,1
"Something went horribly wrong at the first one and I found my head empty, my thoughts run away.",0,1,0,1,0
"Jimmy gently poured some into my mouth, dipping my head back and asking me to swallow.",0,0,0,0,0
"The breeze was fresh and the sky was a soft pink with the sun softly shining over the roof tops... and there was the black woman walking down the road near me and she was singing and it was quite soothing... and it all made me think and smile... but then, It made me start to question things and my head got really tangled in its `` happiness '' and... now I feel quite tender and sensitive over nothing.",0,1,1,1,1
I also danced so much that my calves hurt for 3 days.,0,0,1,0,0
Our classmate Mark had passed away late last night in his sleep.,0,1,0,1,1
Just fresh powder underneath a pine grove.,0,0,1,0,0
"""Gravestone says 'Died 20 February, 1957""",0,0,0,1,1
"It was SUPER foggy, I swear I started to feel droplets on my shoulders from the fog as I was waiting to cross the street.",0,0,0,0,0
accomplished I went and got my eyes checked today.,0,0,1,0,0
' That infuriated me so much as I was frazzled out of my head so much already.,1,1,0,1,0
He was so very sad.,0,0,0,1,0
I thought maybe the warmth of my skin could coax the color back into existence.,0,0,0,0,0
"During the complete silence that follows, my grandfather says loudly ""Well, my god has spoken""",0,0,0,0,1
My heart dropped.,0,1,0,0,0
(I'm Native American) She said she only wanted a white american boy friend.,1,1,0,1,1
"I watched her live her mid-life, raise her children and then grow old.",0,0,1,1,0
I slid my hand into my pocket and took out my knife.,0,1,0,0,0
I couldn't stop crying.,0,1,0,1,0
I just wanted him to feel how crappy it was to be robbed.,1,1,0,0,0
With sudden resolution I took my hands from the rail.,0,0,0,0,0
I'm pretty sure I know who you're talking about in this post.,0,0,0,0,1
It felt so unreal...,0,1,0,0,1
Or at least that's what the neurons in my brain say.,0,1,0,0,0
My stomach must be returning to normal size after months of unnecessary stretching.,0,0,0,0,0
I feel like Ted the Sad Sap.,0,0,0,1,0
They check out the whole house and say it's clear to go back inside.,0,1,1,0,0
"On my legs and feet I wore leggings, jeans, and then the bib.",0,0,0,0,0
"( I was smart & bit my tongue ) Oh, and great results, but I'm not going into details... ow.We spent all day together, and got pizza & a ton of beer for dinner!",0,0,1,0,0
"I jumped out wrapped a towel around me, dried off my hand and face and answered it.",0,0,0,0,0
My arms shook.,0,1,0,0,0
My legs and face were also covered.,0,0,0,0,0
"My heart is broke, There's nothing to steal.",0,0,0,1,0
&lt;/crazy-nutter&gt;,0,1,0,0,1
My feet were totally soaked through.,0,1,0,1,0
"It wasn't easy, I told myself; I was running short of breaths and I believed my face was red and then pale ( or was it the other way round? )",0,1,0,1,0
"Total: 80.5 miles ( 10,550 ' ) My legs felt great all week, which is really encouraging considering this is the first week of the taper.",0,0,1,0,1
"Bit of a pain for us awkward-types, but never fear!",0,1,1,0,0
I look down to check out the pool below and I see a small white sphere floating slowly along.,0,1,0,0,1
Charlie was so crazy!,0,0,1,0,1
They're sitting right across the pool from my mom just STARING at her.,1,1,0,0,1
Got caught with a shitload of mary jane.,1,1,0,1,1
"I got a thousand dollars from my grandfather that he invested in me when I was born to get my feet on the ground and already, in one day, it is almost gone.",0,0,0,1,0
"People just aren't buying CD's any more. When J. Warren, former owner of Vibes music, spoke these words, my heart sunk a little in my chest.",0,0,0,1,0
Your son is not liking the strap around my belly. '',0,1,0,0,0
"She was rude to our photographer, she was rude to a few guests, and to us.",1,0,0,0,0
She was an ugly and weird girl.,1,0,0,0,0
"Callie takes attention at my tone, having probably gotten used to my mumbled thanks in response to all of the attendees who had already been by, and she places her hand protectively at the base of my spine.",0,0,1,0,0
The nightmares and fear were new and inexplicable.,0,1,0,1,1
"So I fixed my eyes on the sandaled feet that walked before me until we arrived at the next town, never looking back.",0,0,0,0,0
"They even have fish baby food:: I think I just threw up a little in my mouth:: The fish here does taste better, even the cheap kind.",0,1,0,0,0
"This...desire, this problem?",0,1,0,1,1
At this point my cousin notices that his house is decorated entirely with circus clowns.,0,1,0,0,1
This is my creepiest real story.,0,1,0,0,1
"I was aghast but attempted to help her, so as not to tear the dress or hurt my arms.",0,1,0,0,0
It started out like a small ache but as the day progressed it turned into this sharp jabbing pain in my ear.,0,1,0,0,0
She never went through general anesthesia again.,0,1,0,1,0
"Warmth, acrossed my cheek from golden rays.",0,0,1,0,0
A rather regular occurrence happened at night upstairs.,0,1,0,0,0
Like John and Will.,0,0,0,0,0
I saw down the hallway a figure walking slowly toward me.,0,1,0,0,1
I turned my head to oncoming headlights.,0,1,0,0,0
"my little dog:: 1 / 12 / Jane, originally uploaded by sarah...... a heartbeat at my feet.",0,0,1,0,0
I need no throwaway.,0,0,0,0,0
"As I lay upon the table with my eyes closed awaiting a peaceful treatment, she began to talk... OH NO!",0,1,0,0,1
So was the suddenly loss of strength in my legs.,0,1,0,0,0
"In silence, I prayed and searched my heart....",0,1,0,1,0
she is an alcoholic.,0,1,0,1,0
it splatterd HOT cleaning product everywhere and that burnt my arm and left a mark...,1,1,0,1,0
"Open the bedroom door, Brandon fast asleep on the bed.",0,0,1,0,0
"The headwind down this piece of road was not good, I had my head down, not good for talking in as much oxygen as I could.",0,1,0,0,0
He acted confused about the whole incident.,0,1,0,0,1
I will never forget hat day.,0,0,0,1,1
"You see, I was still on my journey to healing a bit of a `` broken heart '' so practically my heart was not in a bad shape then.",0,0,0,1,0
Probably going to get buried.,0,1,0,1,0
What was the aftermath?,0,1,0,0,1
"Jeff got in the tub with me at some point and was also rubbing my back and such, as most of my labor was in my lower back.",0,1,0,1,0
"I tried to punch him, but my arms were tied behind my back.",1,1,0,0,0
